Id,Label,FromId,ToId,Properties:dist_int
13273,route,73,824,1007.0
13274,route,73,830,418.0
13275,route,73,853,442.0
13276,route,73,854,555.0
13277,route,73,858,504.0
13278,route,73,860,2194.0
13279,route,73,1189,3921.0
13280,route,73,1209,498.0
13281,route,73,1212,243.0
13282,route,73,1213,335.0
13283,route,73,1215,327.0
13284,route,73,1217,1133.0
13285,route,73,1218,1010.0
13286,route,73,1225,1320.0
13287,route,73,1230,1204.0
13288,route,73,1232,642.0
13289,route,73,1268,1027.0
13290,route,73,1368,1368.0
13291,route,73,1370,2235.0
13292,route,73,1371,638.0
13293,route,73,1374,302.0
13294,route,73,1375,407.0
13295,route,73,1376,395.0
13296,route,73,1377,359.0
13297,route,73,1390,1490.0
13298,route,73,2119,1051.0
13299,route,73,2134,1121.0
13300,route,73,2652,2063.0
13301,route,73,3503,935.0
13302,route,74,1,4322.0
13303,route,74,5,3398.0
13304,route,74,8,4950.0
13305,route,74,9,4395.0
13306,route,74,10,3804.0
13307,route,74,12,3577.0
13308,route,74,13,5828.0
13309,route,74,16,4413.0
13310,route,74,18,4188.0
13311,route,74,23,5794.0
13312,route,74,35,3594.0
13313,route,74,40,3961.0
13314,route,74,45,3669.0
13315,route,74,47,3762.0
13316,route,74,49,772.0
13317,route,74,50,753.0
13318,route,74,51,660.0
13319,route,74,52,881.0
13320,route,74,53,1829.0
13321,route,74,54,6688.0
13322,route,74,58,3508.0
13323,route,74,59,4505.0
13324,route,74,60,901.0
13325,route,74,61,6524.0
13326,route,74,64,5715.0
13327,route,74,67,6376.0
13328,route,74,68,826.0
13329,route,74,70,906.0
13330,route,74,72,1086.0
13331,route,74,73,300.0
13332,route,74,75,1121.0
13333,route,74,76,769.0
13334,route,74,77,626.0
13335,route,74,79,816.0
13336,route,74,80,929.0
13337,route,74,84,890.0
13338,route,74,87,881.0
13339,route,74,88,780.0
13340,route,74,90,873.0
13341,route,74,92,1498.0
13342,route,74,93,1614.0
13343,route,74,94,807.0
13344,route,74,96,1067.0
13345,route,74,97,1063.0
13346,route,74,98,887.0
13347,route,74,101,6329.0
13348,route,74,102,2134.0
13349,route,74,103,2123.0
13350,route,74,106,3310.0
13351,route,74,107,638.0
13352,route,74,108,594.0
13353,route,74,109,713.0
13354,route,74,110,1476.0
13355,route,74,112,1226.0
13356,route,74,113,222.0
13357,route,74,114,197.0
13358,route,74,115,285.0
13359,route,74,116,413.0
13360,route,74,122,6187.0
13361,route,74,124,1100.0
13362,route,74,126,5033.0
13363,route,74,130,6177.0
13364,route,74,131,5059.0
13365,route,74,132,5203.0
13366,route,74,133,6263.0
13367,route,74,134,5915.0
13368,route,74,135,6656.0
13369,route,74,136,5629.0
13370,route,74,139,2053.0
13371,route,74,140,1409.0
13372,route,74,141,1028.0
13373,route,74,142,1395.0
13374,route,74,144,2080.0
13375,route,74,146,2201.0
13376,route,74,161,1678.0
13377,route,74,164,3501.0
13378,route,74,167,1105.0
13379,route,74,168,844.0
13380,route,74,169,687.0
13381,route,74,170,934.0
13382,route,74,171,747.0
13383,route,74,172,653.0
13384,route,74,173,804.0
13385,route,74,175,804.0
13386,route,74,176,470.0
13387,route,74,177,1278.0
13388,route,74,178,4096.0
13389,route,74,179,789.0
13390,route,74,180,4943.0
13391,route,74,198,894.0
13392,route,74,202,319.0
13393,route,74,204,784.0
13394,route,74,206,800.0
13395,route,74,215,2805.0
13396,route,74,217,1794.0
13397,route,74,224,2380.0
13398,route,74,228,1097.0
13399,route,74,230,340.0
13400,route,74,241,4080.0
13401,route,74,243,5278.0
13402,route,74,248,1671.0
13403,route,74,251,268.0
13404,route,74,260,753.0
13405,route,74,261,1008.0
13406,route,74,274,868.0
13407,route,74,275,246.0
13408,route,74,276,736.0
13409,route,74,286,2268.0
13410,route,74,287,1418.0
13411,route,74,297,4350.0
13412,route,74,298,5597.0
13413,route,74,303,450.0
13414,route,74,306,5407.0
13415,route,74,312,4633.0
13416,route,74,313,1220.0
13417,route,74,318,2111.0
13418,route,74,323,2418.0
13419,route,74,327,732.0
13420,route,74,328,566.0
13421,route,74,329,495.0
13422,route,74,330,1527.0
13423,route,74,331,878.0
13424,route,74,332,540.0
13425,route,74,333,353.0
13426,route,74,336,2179.0
13427,route,74,337,5685.0
13428,route,74,340,1560.0
13429,route,74,342,1783.0
13430,route,74,344,333.0
13431,route,74,345,3572.0
13432,route,74,347,272.0
13433,route,74,348,1071.0
13434,route,74,351,314.0
13435,route,74,360,4987.0
13436,route,74,417,5065.0
13437,route,74,420,5381.0
13438,route,74,451,830.0
13439,route,74,462,228.0
13440,route,74,463,789.0
13441,route,74,482,1305.0
13442,route,74,484,1016.0
13443,route,74,485,978.0
13444,route,74,486,1133.0
13445,route,74,488,662.0
13446,route,74,495,260.0
13447,route,74,496,239.0
13448,route,74,497,300.0
13449,route,74,498,177.0
13450,route,74,499,332.0
13451,route,74,503,781.0
13452,route,74,504,1598.0
13453,route,74,511,1061.0
13454,route,74,512,1020.0
13455,route,74,513,902.0
13456,route,74,519,1711.0
13457,route,74,532,944.0
13458,route,74,534,753.0
13459,route,74,544,1147.0
13460,route,74,554,1056.0
13461,route,74,563,5425.0
13462,route,74,568,6374.0
13463,route,74,572,4113.0
13464,route,74,573,4154.0
13465,route,74,575,5235.0
13466,route,74,588,3905.0
13467,route,74,589,4306.0
13468,route,74,590,5707.0
13469,route,74,593,5156.0
13470,route,74,594,4987.0
13471,route,74,604,1966.0
13472,route,74,653,1642.0
13473,route,74,665,6502.0
13474,route,74,784,789.0
13475,route,74,786,1444.0
13476,route,74,791,678.0
13477,route,74,793,757.0
13478,route,74,794,844.0
13479,route,74,801,1265.0
13480,route,74,803,292.0
13481,route,74,830,372.0
13482,route,74,849,478.0
13483,route,74,853,247.0
13484,route,74,854,288.0
13485,route,74,856,231.0
13486,route,74,858,531.0
13487,route,74,903,5702.0
13488,route,74,1207,2649.0
13489,route,74,1208,362.0
13490,route,74,1209,205.0
13491,route,74,1210,150.0
13492,route,74,1211,186.0
13493,route,74,1212,218.0
13494,route,74,1213,203.0
13495,route,74,1214,261.0
13496,route,74,1215,622.0
13497,route,74,1216,674.0
13498,route,74,1217,1421.0
13499,route,74,1218,1301.0
13500,route,74,1220,5537.0
13501,route,74,1225,1608.0
13502,route,74,1371,460.0
13503,route,74,1559,6290.0
13504,route,74,1672,686.0
13505,route,74,2116,686.0
13506,route,74,3277,2270.0
13507,route,74,3503,1150.0
13508,route,75,10,4449.0
13509,route,75,12,4226.0
13510,route,75,13,6119.0
13511,route,75,16,5206.0
13512,route,75,18,4698.0
13513,route,75,35,4239.0
13514,route,75,47,4314.0
13515,route,75,49,792.0
13516,route,75,50,776.0
13517,route,75,51,643.0
13518,route,75,52,386.0
13519,route,75,53,907.0
13520,route,75,54,5684.0
13521,route,75,58,2622.0
13522,route,75,59,3444.0
13523,route,75,60,1057.0
13524,route,75,61,5403.0
13525,route,75,64,4627.0
13526,route,75,67,5276.0
13527,route,75,68,484.0
13528,route,75,70,596.0
13529,route,75,72,173.0
13530,route,75,73,850.0
13531,route,75,74,1121.0
13532,route,75,76,375.0
13533,route,75,77,507.0
13534,route,75,79,574.0
13535,route,75,80,221.0
13536,route,75,84,896.0
13537,route,75,85,4013.0
13538,route,75,87,463.0
13539,route,75,89,683.0
13540,route,75,90,268.0
13541,route,75,92,862.0
13542,route,75,93,799.0
13543,route,75,94,768.0
13544,route,75,96,1000.0
13545,route,75,98,919.0
13546,route,75,101,5248.0
13547,route,75,102,1036.0
13548,route,75,103,1032.0
13549,route,75,105,5677.0
13550,route,75,106,2464.0
13551,route,75,108,544.0
13552,route,75,109,408.0
13553,route,75,110,794.0
13554,route,75,111,165.0
13555,route,75,112,133.0
13556,route,75,113,1093.0
13557,route,75,114,993.0
13558,route,75,115,990.0
13559,route,75,122,5122.0
13560,route,75,125,5668.0
13561,route,75,139,1264.0
13562,route,75,140,341.0
13563,route,75,141,853.0
13564,route,75,142,499.0
13565,route,75,143,289.0
13566,route,75,144,1469.0
13567,route,75,146,1466.0
13568,route,75,161,760.0
13569,route,75,167,477.0
13570,route,75,168,339.0
13571,route,75,169,448.0
13572,route,75,170,511.0
13573,route,75,171,426.0
13574,route,75,173,352.0
13575,route,75,176,847.0
13576,route,75,177,544.0
13577,route,75,179,482.0
13578,route,75,198,489.0
13579,route,75,202,1431.0
13580,route,75,204,841.0
13581,route,75,205,5569.0
13582,route,75,215,2211.0
13583,route,75,217,1820.0
13584,route,75,228,2201.0
13585,route,75,230,905.0
13586,route,75,248,682.0
13587,route,75,249,2286.0
13588,route,75,251,1326.0
13589,route,75,252,2027.0
13590,route,75,255,1057.0
13591,route,75,258,747.0
13592,route,75,259,997.0
13593,route,75,274,549.0
13594,route,75,275,1349.0
13595,route,75,276,420.0
13596,route,75,279,392.0
13597,route,75,286,1520.0
13598,route,75,287,955.0
13599,route,75,303,1039.0
13600,route,75,312,5438.0
13601,route,75,318,1017.0
13602,route,75,319,316.0
13603,route,75,320,2409.0
13604,route,75,321,1721.0
13605,route,75,326,427.0
13606,route,75,327,391.0
13607,route,75,328,565.0
13608,route,75,329,634.0
13609,route,75,330,515.0
13610,route,75,331,599.0
13611,route,75,332,1611.0
13612,route,75,338,1455.0
13613,route,75,340,860.0
13614,route,75,341,927.0
13615,route,75,342,663.0
13616,route,75,346,976.0
13617,route,75,347,1320.0
13618,route,75,353,1963.0
13619,route,75,355,4337.0
13620,route,75,433,250.0
13621,route,75,451,859.0
13622,route,75,453,166.0
13623,route,75,454,946.0
13624,route,75,459,613.0
13625,route,75,460,431.0
13626,route,75,463,393.0
13627,route,75,469,482.0
13628,route,75,471,439.0
13629,route,75,482,199.0
13630,route,75,484,2112.0
13631,route,75,485,2076.0
13632,route,75,486,2244.0
13633,route,75,487,1838.0
13634,route,75,488,1718.0
13635,route,75,491,1716.0
13636,route,75,493,487.0
13637,route,75,494,1234.0
13638,route,75,498,1034.0
13639,route,75,499,851.0
13640,route,75,504,986.0
13641,route,75,506,811.0
13642,route,75,507,610.0
13643,route,75,508,668.0
13644,route,75,509,951.0
13645,route,75,510,612.0
13646,route,75,511,481.0
13647,route,75,512,739.0
13648,route,75,513,708.0
13649,route,75,514,606.0
13650,route,75,516,861.0
13651,route,75,517,1001.0
13652,route,75,519,799.0
13653,route,75,522,637.0
13654,route,75,524,463.0
13655,route,75,532,268.0
13656,route,75,533,300.0
13657,route,75,535,744.0
13658,route,75,541,440.0
13659,route,75,553,888.0
13660,route,75,554,636.0
13661,route,75,555,164.0
13662,route,75,562,1611.0
13663,route,75,566,1448.0
13664,route,75,653,586.0
13665,route,75,665,5382.0
13666,route,75,726,638.0
13667,route,75,784,569.0
13668,route,75,790,282.0
13669,route,75,791,663.0
13670,route,75,793,365.0
13671,route,75,798,481.0
13672,route,75,799,328.0
13673,route,75,805,94.0
13674,route,75,806,110.0
13675,route,75,807,980.0
13676,route,75,808,582.0
13677,route,75,809,418.0
13678,route,75,824,491.0
13679,route,75,857,539.0
13680,route,75,860,1474.0
13681,route,75,1176,2110.0
13682,route,75,1181,2292.0
13683,route,75,1196,899.0
13684,route,75,1197,1089.0
13685,route,75,1199,1078.0
13686,route,75,1217,345.0
13687,route,75,1221,1838.0
13688,route,75,1222,688.0
13689,route,75,1223,145.0
13690,route,75,1224,308.0
13691,route,75,1225,518.0
13692,route,75,1226,389.0
13693,route,75,1227,328.0
13694,route,75,1228,218.0
13695,route,75,1229,850.0
13696,route,75,1230,355.0
13697,route,75,1231,670.0
13698,route,75,1233,519.0
13699,route,75,1355,428.0
13700,route,75,1368,737.0
13701,route,75,1369,442.0
13702,route,75,1381,635.0
13703,route,75,1382,800.0
13704,route,75,1390,644.0
13705,route,75,1421,530.0
13706,route,75,2130,272.0
13707,route,75,2652,1319.0
13708,route,75,3237,416.0
13709,route,75,3277,1586.0
13710,route,75,3382,120.0
13711,route,75,3392,520.0
13712,route,75,3497,353.0
13713,route,75,3503,324.0
13714,route,76,1,4677.0
13715,route,76,5,3732.0
13716,route,76,10,4144.0
13717,route,76,12,3918.0
13718,route,76,13,5920.0
13719,route,76,15,4790.0
13720,route,76,16,4871.0
13721,route,76,18,4428.0
13722,route,76,23,5822.0
13723,route,76,25,4865.0
13724,route,76,26,5952.0
13725,route,76,30,5695.0
13726,route,76,31,5142.0
13727,route,76,35,3932.0
13728,route,76,45,4011.0
13729,route,76,47,4030.0
13730,route,76,48,5159.0
13731,route,76,49,489.0
13732,route,76,50,468.0
13733,route,76,51,296.0
13734,route,76,52,177.0
13735,route,76,53,1104.0
13736,route,76,54,5958.0
13737,route,76,56,6399.0
13738,route,76,58,2961.0
13739,route,76,59,3817.0
13740,route,76,60,768.0
13741,route,76,61,5762.0
13742,route,76,64,4949.0
13743,route,76,67,5608.0
13744,route,76,68,431.0
13745,route,76,69,4061.0
13746,route,76,70,374.0
13747,route,76,72,317.0
13748,route,76,73,532.0
13749,route,76,74,769.0
13750,route,76,75,375.0
13751,route,76,77,143.0
13752,route,76,79,300.0
13753,route,76,80,162.0
13754,route,76,84,625.0
13755,route,76,85,3723.0
13756,route,76,87,243.0
13757,route,76,88,472.0
13758,route,76,90,226.0
13759,route,76,92,885.0
13760,route,76,93,923.0
13761,route,76,99,4820.0
13762,route,76,101,5622.0
13763,route,76,102,1364.0
13764,route,76,103,1354.0
13765,route,76,106,2791.0
13766,route,76,108,271.0
13767,route,76,109,127.0
13768,route,76,110,1018.0
13769,route,76,111,376.0
13770,route,76,112,499.0
13771,route,76,113,783.0
13772,route,76,115,694.0
13773,route,76,122,5429.0
13774,route,76,126,5228.0
13775,route,76,128,3778.0
13776,route,76,132,5967.0
13777,route,76,133,7030.0
13778,route,76,139,1556.0
13779,route,76,140,640.0
13780,route,76,141,857.0
13781,route,76,142,794.0
13782,route,76,143,591.0
13783,route,76,144,1704.0
13784,route,76,146,1744.0
13785,route,76,161,1081.0
13786,route,76,165,6037.0
13787,route,76,167,430.0
13788,route,76,168,90.0
13789,route,76,170,536.0
13790,route,76,172,162.0
13791,route,76,177,590.0
13792,route,76,179,184.0
13793,route,76,180,5398.0
13794,route,76,198,276.0
13795,route,76,201,4981.0
13796,route,76,202,1070.0
13797,route,76,204,738.0
13798,route,76,206,501.0
13799,route,76,216,3172.0
13800,route,76,217,1634.0
13801,route,76,228,1864.0
13802,route,76,230,619.0
13803,route,76,241,4673.0
13804,route,76,243,5834.0
13805,route,76,248,919.0
13806,route,76,249,2592.0
13807,route,76,251,998.0
13808,route,76,252,1669.0
13809,route,76,255,1345.0
13810,route,76,257,507.0
13811,route,76,259,1255.0
13812,route,76,260,573.0
13813,route,76,279,582.0
13814,route,76,286,1804.0
13815,route,76,287,896.0
13816,route,76,311,817.0
13817,route,76,312,5102.0
13818,route,76,313,451.0
13819,route,76,319,462.0
13820,route,76,326,349.0
13821,route,76,328,203.0
13822,route,76,329,321.0
13823,route,76,330,863.0
13824,route,76,332,1286.0
13825,route,76,337,4925.0
13826,route,76,342,1029.0
13827,route,76,346,1220.0
13828,route,76,347,950.0
13829,route,76,354,5589.0
13830,route,76,355,4587.0
13831,route,76,451,572.0
13832,route,76,452,871.0
13833,route,76,453,209.0
13834,route,76,459,572.0
13835,route,76,463,283.0
13836,route,76,464,345.0
13837,route,76,468,316.0
13838,route,76,469,386.0
13839,route,76,471,696.0
13840,route,76,480,1574.0
13841,route,76,482,542.0
13842,route,76,484,1779.0
13843,route,76,485,1743.0
13844,route,76,486,1902.0
13845,route,76,488,1400.0
13846,route,76,491,1954.0
13847,route,76,492,1933.0
13848,route,76,494,1515.0
13849,route,76,498,712.0
13850,route,76,499,479.0
13851,route,76,504,1196.0
13852,route,76,507,785.0
13853,route,76,509,1149.0
13854,route,76,512,765.0
13855,route,76,514,456.0
13856,route,76,516,1130.0
13857,route,76,519,1119.0
13858,route,76,521,792.0
13859,route,76,532,182.0
13860,route,76,533,320.0
13861,route,76,541,642.0
13862,route,76,544,1916.0
13863,route,76,553,1147.0
13864,route,76,554,706.0
13865,route,76,555,292.0
13866,route,76,560,5056.0
13867,route,76,653,876.0
13868,route,76,665,5741.0
13869,route,76,790,401.0
13870,route,76,796,945.0
13871,route,76,797,506.0
13872,route,76,798,325.0
13873,route,76,800,514.0
13874,route,76,803,1049.0
13875,route,76,805,325.0
13876,route,76,807,1312.0
13877,route,76,809,630.0
13878,route,76,824,744.0
13879,route,76,857,341.0
13880,route,76,1221,2072.0
13881,route,76,1233,661.0
13882,route,76,1234,102.0
13883,route,76,1235,335.0
13884,route,76,1236,453.0
13885,route,76,1239,413.0
13886,route,76,1303,1484.0
13887,route,76,1355,287.0
13888,route,76,1369,474.0
13889,route,76,1662,1511.0
13890,route,76,2139,1635.0
13891,route,76,3237,704.0
13892,route,76,3277,1851.0
13893,route,76,3503,405.0
13894,route,77,10,4077.0
13895,route,77,12,3851.0
13896,route,77,35,3865.0
13897,route,77,49,468.0
13898,route,77,50,444.0
13899,route,77,51,253.0
13900,route,77,52,285.0
13901,route,77,53,1236.0
13902,route,77,58,3055.0
13903,route,77,60,740.0
13904,route,77,64,5092.0
13905,route,77,68,432.0
13906,route,77,70,423.0
13907,route,77,72,460.0
13908,route,77,73,396.0
13909,route,77,74,626.0
13910,route,77,75,507.0
13911,route,77,76,143.0
13912,route,77,79,330.0
13913,route,77,80,303.0
13914,route,77,84,616.0
13915,route,77,85,3667.0
13916,route,77,88,456.0
13917,route,77,90,304.0
13918,route,77,92,985.0
13919,route,77,93,1045.0
13920,route,77,94,472.0
13921,route,77,96,785.0
13922,route,77,97,805.0
13923,route,77,98,631.0
13924,route,77,102,1507.0
13925,route,77,103,1497.0
13926,route,77,106,2879.0
13927,route,77,107,245.0
13928,route,77,108,186.0
13929,route,77,110,1075.0
13930,route,77,112,626.0
13931,route,77,113,646.0
13932,route,77,114,486.0
13933,route,77,115,562.0
13934,route,77,128,3780.0
13935,route,77,139,1631.0
13936,route,77,140,783.0
13937,route,77,141,838.0
13938,route,77,143,693.0
13939,route,77,144,1754.0
13940,route,77,145,3214.0
13941,route,77,146,1812.0
13942,route,77,161,1175.0
13943,route,77,164,3059.0
13944,route,77,167,539.0
13945,route,77,168,223.0
13946,route,77,170,551.0
13947,route,77,176,371.0
13948,route,77,177,707.0
13949,route,77,179,234.0
13950,route,77,198,350.0
13951,route,77,202,929.0
13952,route,77,204,682.0
13953,route,77,206,487.0
13954,route,77,215,2509.0
13955,route,77,228,1721.0
13956,route,77,229,471.0
13957,route,77,230,492.0
13958,route,77,248,1058.0
13959,route,77,249,2669.0
13960,route,77,251,857.0
13961,route,77,252,1527.0
13962,route,77,255,1421.0
13963,route,77,257,436.0
13964,route,77,260,535.0
13965,route,77,275,865.0
13966,route,77,279,650.0
13967,route,77,286,1874.0
13968,route,77,303,676.0
13969,route,77,319,532.0
13970,route,77,329,198.0
13971,route,77,330,973.0
13972,route,77,332,1144.0
13973,route,77,336,1760.0
13974,route,77,338,963.0
13975,route,77,340,1157.0
13976,route,77,342,1167.0
13977,route,77,344,294.0
13978,route,77,346,1358.0
13979,route,77,347,813.0
13980,route,77,354,5616.0
13981,route,77,451,555.0
13982,route,77,452,890.0
13983,route,77,463,300.0
13984,route,77,467,515.0
13985,route,77,471,777.0
13986,route,77,482,682.0
13987,route,77,484,1637.0
13988,route,77,486,1759.0
13989,route,77,488,1260.0
13990,route,77,491,2002.0
13991,route,77,497,749.0
13992,route,77,498,573.0
13993,route,77,499,344.0
13994,route,77,500,304.0
13995,route,77,501,326.0
13996,route,77,504,1244.0
13997,route,77,506,1034.0
13998,route,77,512,760.0
13999,route,77,514,406.0
14000,route,77,520,676.0
14001,route,77,522,1099.0
14002,route,77,535,442.0
14003,route,77,555,399.0
14004,route,77,789,389.0
14005,route,77,796,888.0
14006,route,77,808,1080.0
14007,route,77,835,763.0
14008,route,77,856,419.0
14009,route,77,857,288.0
14010,route,77,858,389.0
14011,route,77,1215,402.0
14012,route,77,1216,505.0
14013,route,77,1221,2118.0
14014,route,77,1232,329.0
14015,route,77,1233,706.0
14016,route,77,1234,135.0
14017,route,77,1266,480.0
14018,route,77,1280,289.0
14019,route,77,1428,217.0
14020,route,77,3264,1519.0
14021,route,77,3503,539.0
14022,route,78,5,309.0
14023,route,78,7,452.0
14024,route,78,9,1352.0
14025,route,78,10,450.0
14026,route,78,14,327.0
14027,route,78,16,1373.0
14028,route,78,18,653.0
14029,route,78,35,329.0
14030,route,78,45,377.0
14031,route,78,46,439.0
14032,route,78,47,226.0
14033,route,78,48,2206.0
14034,route,78,49,3320.0
14035,route,78,52,3715.0
14036,route,78,85,94.0
14037,route,78,86,1769.0
14038,route,78,99,1787.0
14039,route,78,123,1097.0
14040,route,78,163,593.0
14041,route,78,166,1048.0
14042,route,78,178,751.0
14043,route,78,180,1793.0
14044,route,78,225,1856.0
14045,route,78,241,1894.0
14046,route,78,266,229.0
14047,route,78,422,2444.0
14048,route,78,558,1789.0
14049,route,78,606,1831.0
14050,route,78,626,1220.0
14051,route,78,649,314.0
14052,route,78,1058,532.0
14053,route,78,1059,218.0
14054,route,78,1132,443.0
14055,route,78,1138,474.0
14056,route,78,1163,1925.0
14057,route,78,1293,1302.0
14058,route,79,1,4412.0
14059,route,79,5,3468.0
14060,route,79,10,3879.0
14061,route,79,12,3655.0
14062,route,79,16,4632.0
14063,route,79,18,4145.0
14064,route,79,35,3668.0
14065,route,79,45,3748.0
14066,route,79,47,3753.0
14067,route,79,49,218.0
14068,route,79,50,204.0
14069,route,79,51,156.0
14070,route,79,52,188.0
14071,route,79,53,1022.0
14072,route,79,54,5873.0
14073,route,79,58,3196.0
14074,route,79,59,3974.0
14075,route,79,60,487.0
14076,route,79,61,5816.0
14077,route,79,64,4933.0
14078,route,79,67,5604.0
14079,route,79,68,728.0
14080,route,79,69,4263.0
14081,route,79,70,98.0
14082,route,79,72,433.0
14083,route,79,73,673.0
14084,route,79,74,816.0
14085,route,79,75,574.0
14086,route,79,76,300.0
14087,route,79,77,330.0
14088,route,79,80,371.0
14089,route,79,84,333.0
14090,route,79,85,3449.0
14091,route,79,89,562.0
14092,route,79,90,519.0
14093,route,79,92,691.0
14094,route,79,93,800.0
14095,route,79,95,281.0
14096,route,79,96,475.0
14097,route,79,101,5751.0
14098,route,79,102,1404.0
14099,route,79,103,1384.0
14100,route,79,106,3038.0
14101,route,79,108,516.0
14102,route,79,109,413.0
14103,route,79,110,1305.0
14104,route,79,111,639.0
14105,route,79,112,707.0
14106,route,79,113,905.0
14107,route,79,114,629.0
14108,route,79,115,844.0
14109,route,79,116,762.0
14110,route,79,128,4077.0
14111,route,79,139,1823.0
14112,route,79,140,712.0
14113,route,79,141,1151.0
14114,route,79,142,1054.0
14115,route,79,143,842.0
14116,route,79,144,1992.0
14117,route,79,146,2019.0
14118,route,79,161,1330.0
14119,route,79,164,3208.0
14120,route,79,167,299.0
14121,route,79,168,260.0
14122,route,79,170,835.0
14123,route,79,171,570.0
14124,route,79,172,420.0
14125,route,79,173,541.0
14126,route,79,174,507.0
14127,route,79,176,378.0
14128,route,79,177,468.0
14129,route,79,180,5155.0
14130,route,79,202,1066.0
14131,route,79,204,1011.0
14132,route,79,217,1334.0
14133,route,79,225,4903.0
14134,route,79,228,1894.0
14135,route,79,230,788.0
14136,route,79,241,4484.0
14137,route,79,248,891.0
14138,route,79,249,2854.0
14139,route,79,251,1078.0
14140,route,79,252,1654.0
14141,route,79,255,1613.0
14142,route,79,258,1211.0
14143,route,79,259,1535.0
14144,route,79,260,314.0
14145,route,79,261,384.0
14146,route,79,275,1061.0
14147,route,79,276,267.0
14148,route,79,279,868.0
14149,route,79,286,2076.0
14150,route,79,302,988.0
14151,route,79,303,983.0
14152,route,79,311,562.0
14153,route,79,313,538.0
14154,route,79,319,750.0
14155,route,79,320,2808.0
14156,route,79,323,3139.0
14157,route,79,324,502.0
14158,route,79,325,3874.0
14159,route,79,326,247.0
14160,route,79,327,436.0
14161,route,79,328,358.0
14162,route,79,329,516.0
14163,route,79,330,1090.0
14164,route,79,332,1355.0
14165,route,79,333,1168.0
14166,route,79,336,1949.0
14167,route,79,338,1138.0
14168,route,79,339,3089.0
14169,route,79,341,1440.0
14170,route,79,342,1151.0
14171,route,79,344,523.0
14172,route,79,345,4159.0
14173,route,79,347,915.0
14174,route,79,353,2530.0
14175,route,79,451,287.0
14176,route,79,453,439.0
14177,route,79,454,1478.0
14178,route,79,459,385.0
14179,route,79,463,581.0
14180,route,79,482,673.0
14181,route,79,484,1820.0
14182,route,79,485,1783.0
14183,route,79,486,1922.0
14184,route,79,487,1590.0
14185,route,79,488,1478.0
14186,route,79,489,2801.0
14187,route,79,490,2837.0
14188,route,79,491,2242.0
14189,route,79,492,2218.0
14190,route,79,493,976.0
14191,route,79,494,1787.0
14192,route,79,495,1028.0
14193,route,79,497,820.0
14194,route,79,498,824.0
14195,route,79,499,483.0
14196,route,79,500,623.0
14197,route,79,503,215.0
14198,route,79,504,1487.0
14199,route,79,506,1286.0
14200,route,79,507,1078.0
14201,route,79,509,1442.0
14202,route,79,512,1063.0
14203,route,79,513,974.0
14204,route,79,516,1405.0
14205,route,79,518,1476.0
14206,route,79,519,1369.0
14207,route,79,520,891.0
14208,route,79,521,1065.0
14209,route,79,532,306.0
14210,route,79,541,632.0
14211,route,79,545,1161.0
14212,route,79,547,3950.0
14213,route,79,550,627.0
14214,route,79,555,558.0
14215,route,79,566,2005.0
14216,route,79,573,4548.0
14217,route,79,604,2780.0
14218,route,79,653,903.0
14219,route,79,658,1225.0
14220,route,79,660,692.0
14221,route,79,665,5794.0
14222,route,79,726,1212.0
14223,route,79,790,689.0
14224,route,79,796,1217.0
14225,route,79,804,1207.0
14226,route,79,807,1553.0
14227,route,79,808,1137.0
14228,route,79,827,3252.0
14229,route,79,832,2683.0
14230,route,79,833,3188.0
14231,route,79,835,1091.0
14232,route,79,837,3094.0
14233,route,79,841,3283.0
14234,route,79,846,3872.0
14235,route,79,848,3200.0
14236,route,79,849,1293.0
14237,route,79,857,613.0
14238,route,79,860,2039.0
14239,route,79,1214,573.0
14240,route,79,1221,2362.0
14241,route,79,1282,1082.0
14242,route,79,1313,786.0
14243,route,79,1371,1265.0
14244,route,79,1372,1158.0
14245,route,79,1373,4021.0
14246,route,79,1382,1346.0
14247,route,79,1388,1466.0
14248,route,79,1671,1529.0
14249,route,79,2112,776.0
14250,route,79,2133,1198.0
14251,route,79,3503,401.0
14252,route,80,1,4782.0
14253,route,80,5,3838.0
14254,route,80,8,5313.0
14255,route,80,10,4249.0
14256,route,80,11,5402.0
14257,route,80,12,4024.0
14258,route,80,13,5971.0
14259,route,80,16,4994.0
14260,route,80,18,4514.0
14261,route,80,22,5264.0
14262,route,80,23,5860.0
14263,route,80,30,5749.0
14264,route,80,31,5208.0
14265,route,80,35,4038.0
14266,route,80,45,4118.0
14267,route,80,46,4332.0
14268,route,80,47,4124.0
14269,route,80,48,5179.0
14270,route,80,49,585.0
14271,route,80,50,567.0
14272,route,80,51,423.0
14273,route,80,52,186.0
14274,route,80,53,978.0
14275,route,80,56,6246.0
14276,route,80,58,2834.0
14277,route,80,59,3663.0
14278,route,80,60,858.0
14279,route,80,61,5600.0
14280,route,80,64,4794.0
14281,route,80,67,5451.0
14282,route,80,68,453.0
14283,route,80,69,3919.0
14284,route,80,70,412.0
14285,route,80,72,164.0
14286,route,80,73,680.0
14287,route,80,74,929.0
14288,route,80,75,221.0
14289,route,80,76,162.0
14290,route,80,77,303.0
14291,route,80,79,371.0
14292,route,80,83,5021.0
14293,route,80,84,702.0
14294,route,80,85,3819.0
14295,route,80,87,271.0
14296,route,80,88,564.0
14297,route,80,89,643.0
14298,route,80,90,198.0
14299,route,80,92,818.0
14300,route,80,93,818.0
