Id,Label,FromId,ToId,Properties:primary,Properties:potency,Properties:selectivity,Properties:kinetics,Properties:reversibility,Properties:allosteric,Properties:cooperativity,Properties:evidence,Properties:confidence,Properties:source
DRUG_MECHANISM_00169,DrugHasMechanism,DRUG_00229,MECHANISM_00030,False,81.731,323.3,intermediate,irreversible,True,1.83,computational,0.665,MOA_DB
DRUG_MECHANISM_00170,DrugHasMechanism,DRUG_00440,MECHANISM_00055,False,66.739,291.4,fast,reversible,True,1.87,computational,0.717,MOA_DB
DRUG_MECHANISM_00171,DrugHasMechanism,DRUG_00198,MECHANISM_00044,True,47.76,637.0,intermediate,irreversible,True,0.66,structural,0.86,MOA_DB
DRUG_MECHANISM_00172,DrugHasMechanism,DRUG_00373,MECHANISM_00067,False,86.564,209.1,intermediate,irreversible,True,1.5,structural,0.84,MOA_DB
DRUG_MECHANISM_00173,DrugHasMechanism,DRUG_00279,MECHANISM_00075,False,69.548,59.4,intermediate,reversible,False,0.52,computational,0.677,MOA_DB
DRUG_MECHANISM_00174,DrugHasMechanism,DRUG_00139,MECHANISM_00018,False,63.46,882.5,fast,irreversible,False,1.66,biochemical,0.782,MOA_DB
DRUG_MECHANISM_00175,DrugHasMechanism,DRUG_00445,MECHANISM_00040,True,66.208,332.9,slow,irreversible,False,1.79,structural,0.646,MOA_DB
DRUG_MECHANISM_00176,DrugHasMechanism,DRUG_00338,MECHANISM_00022,False,45.597,596.5,fast,reversible,False,0.79,structural,0.861,MOA_DB
DRUG_MECHANISM_00177,DrugHasMechanism,DRUG_00030,MECHANISM_00067,True,28.801,398.9,fast,irreversible,True,0.64,structural,0.851,MOA_DB
DRUG_MECHANISM_00178,DrugHasMechanism,DRUG_00277,MECHANISM_00021,False,28.002,566.8,intermediate,reversible,True,0.86,computational,0.619,MOA_DB
DRUG_MECHANISM_00179,DrugHasMechanism,DRUG_00059,MECHANISM_00014,False,17.382,323.2,intermediate,irreversible,True,0.5,biochemical,0.718,MOA_DB
DRUG_MECHANISM_00180,DrugHasMechanism,DRUG_00285,MECHANISM_00047,False,48.106,40.2,fast,reversible,False,0.98,structural,0.85,MOA_DB
DRUG_MECHANISM_00181,DrugHasMechanism,DRUG_00275,MECHANISM_00061,True,20.604,32.6,intermediate,irreversible,True,0.92,computational,0.772,MOA_DB
DRUG_MECHANISM_00182,DrugHasMechanism,DRUG_00455,MECHANISM_00047,True,88.614,115.6,fast,irreversible,False,1.88,biochemical,0.89,MOA_DB
DRUG_MECHANISM_00183,DrugHasMechanism,DRUG_00103,MECHANISM_00027,True,20.178,908.3,fast,reversible,True,1.06,structural,0.778,MOA_DB
DRUG_MECHANISM_00184,DrugHasMechanism,DRUG_00105,MECHANISM_00028,True,32.068,883.5,fast,irreversible,False,1.73,biochemical,0.883,MOA_DB
DRUG_MECHANISM_00185,DrugHasMechanism,DRUG_00428,MECHANISM_00077,False,13.87,745.4,intermediate,irreversible,True,1.81,structural,0.788,MOA_DB
DRUG_MECHANISM_00186,DrugHasMechanism,DRUG_00069,MECHANISM_00062,True,78.384,840.7,fast,reversible,False,1.56,structural,0.77,MOA_DB
DRUG_MECHANISM_00187,DrugHasMechanism,DRUG_00363,MECHANISM_00078,False,1.181,435.7,slow,irreversible,False,1.06,biochemical,0.841,MOA_DB
DRUG_MECHANISM_00188,DrugHasMechanism,DRUG_00131,MECHANISM_00051,False,99.157,690.7,intermediate,reversible,False,0.92,biochemical,0.66,MOA_DB
DRUG_MECHANISM_00189,DrugHasMechanism,DRUG_00315,MECHANISM_00016,False,31.909,591.3,slow,irreversible,True,1.93,computational,0.802,MOA_DB
DRUG_MECHANISM_00190,DrugHasMechanism,DRUG_00109,MECHANISM_00022,True,18.637,888.5,fast,irreversible,True,0.65,biochemical,0.604,MOA_DB
DRUG_MECHANISM_00191,DrugHasMechanism,DRUG_00074,MECHANISM_00068,False,22.412,831.2,slow,irreversible,False,1.76,computational,0.814,MOA_DB
DRUG_MECHANISM_00192,DrugHasMechanism,DRUG_00237,MECHANISM_00047,True,92.402,773.0,intermediate,irreversible,True,1.94,computational,0.802,MOA_DB
DRUG_MECHANISM_00193,DrugHasMechanism,DRUG_00417,MECHANISM_00049,False,38.685,226.2,fast,irreversible,False,1.9,biochemical,0.885,MOA_DB
DRUG_MECHANISM_00194,DrugHasMechanism,DRUG_00287,MECHANISM_00024,True,71.379,719.5,slow,reversible,True,0.65,structural,0.604,MOA_DB
DRUG_MECHANISM_00195,DrugHasMechanism,DRUG_00429,MECHANISM_00064,True,73.911,622.7,intermediate,irreversible,False,1.43,structural,0.672,MOA_DB
DRUG_MECHANISM_00196,DrugHasMechanism,DRUG_00177,MECHANISM_00073,True,23.755,413.2,slow,irreversible,False,1.61,structural,0.876,MOA_DB
DRUG_MECHANISM_00197,DrugHasMechanism,DRUG_00447,MECHANISM_00013,False,50.021,620.7,intermediate,reversible,True,0.7,biochemical,0.627,MOA_DB
DRUG_MECHANISM_00198,DrugHasMechanism,DRUG_00162,MECHANISM_00053,True,45.192,297.3,slow,reversible,False,1.62,computational,0.666,MOA_DB
DRUG_MECHANISM_00199,DrugHasMechanism,DRUG_00268,MECHANISM_00060,False,72.499,653.5,slow,irreversible,True,1.04,computational,0.832,MOA_DB
DRUG_MECHANISM_00200,DrugHasMechanism,DRUG_00245,MECHANISM_00053,False,21.026,71.8,slow,reversible,False,1.17,biochemical,0.877,MOA_DB
DRUG_MECHANISM_00201,DrugHasMechanism,DRUG_00473,MECHANISM_00030,False,66.429,940.1,intermediate,irreversible,True,1.35,computational,0.695,MOA_DB
DRUG_MECHANISM_00202,DrugHasMechanism,DRUG_00035,MECHANISM_00060,True,58.961,957.4,slow,reversible,True,1.01,biochemical,0.779,MOA_DB
DRUG_MECHANISM_00203,DrugHasMechanism,DRUG_00233,MECHANISM_00063,False,5.446,793.0,fast,reversible,True,1.09,computational,0.815,MOA_DB
DRUG_MECHANISM_00204,DrugHasMechanism,DRUG_00045,MECHANISM_00048,True,13.82,25.9,fast,reversible,False,0.52,computational,0.776,MOA_DB
DRUG_MECHANISM_00205,DrugHasMechanism,DRUG_00382,MECHANISM_00036,True,24.871,227.2,slow,reversible,False,1.5,computational,0.851,MOA_DB
DRUG_MECHANISM_00206,DrugHasMechanism,DRUG_00155,MECHANISM_00012,False,73.139,197.7,fast,irreversible,False,1.42,structural,0.644,MOA_DB
DRUG_MECHANISM_00207,DrugHasMechanism,DRUG_00462,MECHANISM_00050,False,25.671,239.7,fast,irreversible,False,0.67,structural,0.723,MOA_DB
DRUG_MECHANISM_00208,DrugHasMechanism,DRUG_00475,MECHANISM_00065,True,31.383,893.7,fast,reversible,True,1.42,computational,0.668,MOA_DB
DRUG_MECHANISM_00209,DrugHasMechanism,DRUG_00231,MECHANISM_00071,True,67.837,849.4,fast,irreversible,True,0.78,computational,0.721,MOA_DB
DRUG_MECHANISM_00210,DrugHasMechanism,DRUG_00421,MECHANISM_00012,True,68.373,248.0,slow,irreversible,True,1.34,biochemical,0.797,MOA_DB
DRUG_MECHANISM_00211,DrugHasMechanism,DRUG_00012,MECHANISM_00019,True,73.108,771.7,intermediate,irreversible,True,0.53,biochemical,0.698,MOA_DB
DRUG_MECHANISM_00212,DrugHasMechanism,DRUG_00223,MECHANISM_00063,False,52.578,167.3,slow,reversible,False,0.56,structural,0.891,MOA_DB
DRUG_MECHANISM_00213,DrugHasMechanism,DRUG_00124,MECHANISM_00078,False,2.867,9.3,slow,reversible,True,1.35,biochemical,0.642,MOA_DB
DRUG_MECHANISM_00214,DrugHasMechanism,DRUG_00433,MECHANISM_00062,False,16.68,541.2,fast,irreversible,True,1.37,structural,0.828,MOA_DB
DRUG_MECHANISM_00215,DrugHasMechanism,DRUG_00343,MECHANISM_00057,False,8.124,567.7,slow,irreversible,True,0.83,structural,0.604,MOA_DB
DRUG_MECHANISM_00216,DrugHasMechanism,DRUG_00236,MECHANISM_00029,False,93.907,750.3,fast,irreversible,False,1.37,computational,0.84,MOA_DB
DRUG_MECHANISM_00217,DrugHasMechanism,DRUG_00091,MECHANISM_00010,True,78.804,772.9,slow,reversible,True,1.22,structural,0.605,MOA_DB
DRUG_MECHANISM_00218,DrugHasMechanism,DRUG_00319,MECHANISM_00018,False,37.108,179.2,slow,irreversible,False,0.92,computational,0.84,MOA_DB
DRUG_MECHANISM_00219,DrugHasMechanism,DRUG_00165,MECHANISM_00005,False,21.344,178.0,slow,irreversible,False,1.06,computational,0.783,MOA_DB
DRUG_MECHANISM_00220,DrugHasMechanism,DRUG_00354,MECHANISM_00070,True,11.464,463.8,intermediate,reversible,False,1.2,biochemical,0.728,MOA_DB
DRUG_MECHANISM_00221,DrugHasMechanism,DRUG_00444,MECHANISM_00074,False,4.725,235.5,fast,reversible,False,1.49,structural,0.828,MOA_DB
DRUG_MECHANISM_00222,DrugHasMechanism,DRUG_00492,MECHANISM_00045,True,25.018,759.5,fast,reversible,True,0.95,computational,0.688,MOA_DB
DRUG_MECHANISM_00223,DrugHasMechanism,DRUG_00403,MECHANISM_00037,False,50.789,369.6,fast,reversible,False,1.54,biochemical,0.85,MOA_DB
DRUG_MECHANISM_00224,DrugHasMechanism,DRUG_00352,MECHANISM_00075,False,46.414,529.6,intermediate,irreversible,True,1.08,biochemical,0.603,MOA_DB
DRUG_MECHANISM_00225,DrugHasMechanism,DRUG_00182,MECHANISM_00062,False,31.411,70.0,fast,reversible,False,0.86,computational,0.621,MOA_DB
DRUG_MECHANISM_00226,DrugHasMechanism,DRUG_00048,MECHANISM_00039,True,21.934,504.8,fast,irreversible,True,1.75,structural,0.763,MOA_DB
DRUG_MECHANISM_00227,DrugHasMechanism,DRUG_00009,MECHANISM_00022,False,21.526,401.2,intermediate,irreversible,False,0.62,biochemical,0.648,MOA_DB
DRUG_MECHANISM_00228,DrugHasMechanism,DRUG_00173,MECHANISM_00045,True,64.451,278.9,intermediate,irreversible,False,1.88,computational,0.863,MOA_DB
DRUG_MECHANISM_00229,DrugHasMechanism,DRUG_00282,MECHANISM_00014,True,40.825,730.6,slow,irreversible,True,1.7,biochemical,0.783,MOA_DB
DRUG_MECHANISM_00230,DrugHasMechanism,DRUG_00469,MECHANISM_00034,False,74.785,625.3,fast,irreversible,False,0.89,structural,0.644,MOA_DB
DRUG_MECHANISM_00231,DrugHasMechanism,DRUG_00042,MECHANISM_00022,True,15.313,437.2,intermediate,irreversible,True,0.99,structural,0.602,MOA_DB
DRUG_MECHANISM_00232,DrugHasMechanism,DRUG_00206,MECHANISM_00057,True,87.463,705.2,intermediate,reversible,True,1.48,biochemical,0.834,MOA_DB
DRUG_MECHANISM_00233,DrugHasMechanism,DRUG_00410,MECHANISM_00033,True,90.874,148.1,intermediate,reversible,True,0.7,computational,0.792,MOA_DB
DRUG_MECHANISM_00234,DrugHasMechanism,DRUG_00279,MECHANISM_00063,True,72.983,279.5,slow,reversible,True,1.69,computational,0.682,MOA_DB
DRUG_MECHANISM_00235,DrugHasMechanism,DRUG_00024,MECHANISM_00063,True,27.465,420.1,fast,irreversible,False,1.84,computational,0.667,MOA_DB
DRUG_MECHANISM_00236,DrugHasMechanism,DRUG_00160,MECHANISM_00057,False,8.965,458.5,fast,irreversible,False,0.89,structural,0.839,MOA_DB
DRUG_MECHANISM_00237,DrugHasMechanism,DRUG_00051,MECHANISM_00002,True,86.868,66.4,slow,reversible,True,1.29,structural,0.644,MOA_DB
DRUG_MECHANISM_00238,DrugHasMechanism,DRUG_00034,MECHANISM_00004,False,60.241,703.9,intermediate,reversible,True,1.38,structural,0.727,MOA_DB
DRUG_MECHANISM_00239,DrugHasMechanism,DRUG_00497,MECHANISM_00053,False,4.438,94.1,slow,irreversible,True,1.44,structural,0.729,MOA_DB
DRUG_MECHANISM_00240,DrugHasMechanism,DRUG_00114,MECHANISM_00017,False,25.622,431.8,slow,reversible,False,1.06,structural,0.864,MOA_DB
DRUG_MECHANISM_00241,DrugHasMechanism,DRUG_00456,MECHANISM_00056,True,84.151,12.4,intermediate,irreversible,True,1.15,computational,0.875,MOA_DB
DRUG_MECHANISM_00242,DrugHasMechanism,DRUG_00209,MECHANISM_00032,False,62.496,118.2,fast,irreversible,True,1.02,computational,0.638,MOA_DB
DRUG_MECHANISM_00243,DrugHasMechanism,DRUG_00249,MECHANISM_00034,True,3.929,712.6,slow,reversible,True,1.12,biochemical,0.616,MOA_DB
DRUG_MECHANISM_00244,DrugHasMechanism,DRUG_00172,MECHANISM_00041,False,89.374,54.0,intermediate,reversible,False,0.81,structural,0.615,MOA_DB
DRUG_MECHANISM_00245,DrugHasMechanism,DRUG_00255,MECHANISM_00007,True,52.843,615.5,fast,reversible,True,0.51,computational,0.605,MOA_DB
DRUG_MECHANISM_00246,DrugHasMechanism,DRUG_00198,MECHANISM_00014,True,42.993,236.9,intermediate,reversible,False,0.81,computational,0.602,MOA_DB
DRUG_MECHANISM_00247,DrugHasMechanism,DRUG_00134,MECHANISM_00080,True,91.66,243.8,fast,reversible,True,1.46,structural,0.68,MOA_DB
DRUG_MECHANISM_00248,DrugHasMechanism,DRUG_00002,MECHANISM_00005,False,98.839,407.7,intermediate,irreversible,True,1.67,structural,0.846,MOA_DB
DRUG_MECHANISM_00249,DrugHasMechanism,DRUG_00100,MECHANISM_00050,True,99.353,730.8,slow,irreversible,True,1.07,structural,0.803,MOA_DB
DRUG_MECHANISM_00250,DrugHasMechanism,DRUG_00293,MECHANISM_00023,False,42.112,154.2,slow,reversible,False,1.84,computational,0.731,MOA_DB
DRUG_MECHANISM_00251,DrugHasMechanism,DRUG_00225,MECHANISM_00027,True,47.555,647.8,fast,irreversible,True,1.1,computational,0.664,MOA_DB
DRUG_MECHANISM_00252,DrugHasMechanism,DRUG_00172,MECHANISM_00043,False,0.19,792.4,fast,irreversible,False,1.69,computational,0.884,MOA_DB
DRUG_MECHANISM_00253,DrugHasMechanism,DRUG_00175,MECHANISM_00052,True,81.001,763.0,intermediate,irreversible,True,1.59,structural,0.789,MOA_DB
DRUG_MECHANISM_00254,DrugHasMechanism,DRUG_00133,MECHANISM_00072,True,76.638,717.4,fast,irreversible,True,0.76,structural,0.807,MOA_DB
DRUG_MECHANISM_00255,DrugHasMechanism,DRUG_00349,MECHANISM_00014,False,40.014,805.6,slow,reversible,True,0.75,computational,0.839,MOA_DB
DRUG_MECHANISM_00256,DrugHasMechanism,DRUG_00212,MECHANISM_00050,False,58.115,379.5,intermediate,reversible,True,1.04,structural,0.711,MOA_DB
DRUG_MECHANISM_00257,DrugHasMechanism,DRUG_00468,MECHANISM_00032,True,69.656,382.4,intermediate,irreversible,True,1.43,computational,0.613,MOA_DB
DRUG_MECHANISM_00258,DrugHasMechanism,DRUG_00100,MECHANISM_00011,False,8.629,583.9,intermediate,irreversible,True,1.06,structural,0.886,MOA_DB
DRUG_MECHANISM_00259,DrugHasMechanism,DRUG_00072,MECHANISM_00007,False,8.197,300.8,intermediate,reversible,False,0.7,biochemical,0.638,MOA_DB
DRUG_MECHANISM_00260,DrugHasMechanism,DRUG_00327,MECHANISM_00022,False,70.673,350.7,slow,irreversible,False,1.46,biochemical,0.851,MOA_DB
DRUG_MECHANISM_00261,DrugHasMechanism,DRUG_00191,MECHANISM_00017,True,17.393,891.7,fast,irreversible,False,0.59,biochemical,0.618,MOA_DB
DRUG_MECHANISM_00262,DrugHasMechanism,DRUG_00477,MECHANISM_00056,True,23.851,175.1,intermediate,reversible,True,1.13,biochemical,0.751,MOA_DB
DRUG_MECHANISM_00263,DrugHasMechanism,DRUG_00332,MECHANISM_00040,False,95.337,312.4,fast,irreversible,False,1.36,computational,0.782,MOA_DB
DRUG_MECHANISM_00264,DrugHasMechanism,DRUG_00495,MECHANISM_00059,True,39.966,898.6,slow,reversible,False,0.83,biochemical,0.765,MOA_DB
DRUG_MECHANISM_00265,DrugHasMechanism,DRUG_00168,MECHANISM_00036,False,77.811,611.4,intermediate,reversible,True,0.93,computational,0.672,MOA_DB
DRUG_MECHANISM_00266,DrugHasMechanism,DRUG_00214,MECHANISM_00002,True,6.277,531.1,intermediate,reversible,True,1.94,structural,0.645,MOA_DB
DRUG_MECHANISM_00267,DrugHasMechanism,DRUG_00258,MECHANISM_00046,False,67.711,78.1,fast,irreversible,False,1.94,computational,0.664,MOA_DB
DRUG_MECHANISM_00268,DrugHasMechanism,DRUG_00318,MECHANISM_00039,True,16.729,540.1,fast,reversible,False,1.69,computational,0.771,MOA_DB
DRUG_MECHANISM_00269,DrugHasMechanism,DRUG_00002,MECHANISM_00019,False,2.407,983.1,slow,reversible,False,0.9,biochemical,0.651,MOA_DB
DRUG_MECHANISM_00270,DrugHasMechanism,DRUG_00080,MECHANISM_00034,True,58.575,428.8,intermediate,reversible,True,1.15,structural,0.843,MOA_DB
DRUG_MECHANISM_00271,DrugHasMechanism,DRUG_00433,MECHANISM_00065,True,70.406,766.9,slow,irreversible,True,0.97,structural,0.687,MOA_DB
DRUG_MECHANISM_00272,DrugHasMechanism,DRUG_00496,MECHANISM_00038,False,53.146,255.5,slow,reversible,True,1.15,biochemical,0.725,MOA_DB
DRUG_MECHANISM_00273,DrugHasMechanism,DRUG_00168,MECHANISM_00002,True,20.173,487.6,fast,reversible,True,0.78,structural,0.856,MOA_DB
DRUG_MECHANISM_00274,DrugHasMechanism,DRUG_00003,MECHANISM_00028,False,5.885,482.2,slow,reversible,False,1.54,biochemical,0.855,MOA_DB
DRUG_MECHANISM_00275,DrugHasMechanism,DRUG_00311,MECHANISM_00044,False,87.544,870.9,intermediate,irreversible,False,1.56,structural,0.753,MOA_DB
DRUG_MECHANISM_00276,DrugHasMechanism,DRUG_00314,MECHANISM_00067,True,74.013,146.6,intermediate,irreversible,True,0.54,computational,0.837,MOA_DB
DRUG_MECHANISM_00277,DrugHasMechanism,DRUG_00267,MECHANISM_00032,True,52.157,672.6,fast,reversible,False,1.14,biochemical,0.883,MOA_DB
DRUG_MECHANISM_00278,DrugHasMechanism,DRUG_00407,MECHANISM_00029,True,76.374,155.1,intermediate,reversible,True,1.87,structural,0.806,MOA_DB
DRUG_MECHANISM_00279,DrugHasMechanism,DRUG_00049,MECHANISM_00010,True,36.277,340.0,intermediate,irreversible,False,1.59,structural,0.617,MOA_DB
DRUG_MECHANISM_00280,DrugHasMechanism,DRUG_00174,MECHANISM_00021,False,59.137,565.2,slow,irreversible,False,1.84,biochemical,0.652,MOA_DB
DRUG_MECHANISM_00281,DrugHasMechanism,DRUG_00426,MECHANISM_00056,False,52.985,446.4,fast,irreversible,False,0.55,structural,0.844,MOA_DB
DRUG_MECHANISM_00282,DrugHasMechanism,DRUG_00325,MECHANISM_00043,True,51.265,145.7,slow,reversible,False,1.74,biochemical,0.668,MOA_DB
DRUG_MECHANISM_00283,DrugHasMechanism,DRUG_00044,MECHANISM_00027,True,96.238,706.3,slow,irreversible,False,1.82,biochemical,0.769,MOA_DB
DRUG_MECHANISM_00284,DrugHasMechanism,DRUG_00416,MECHANISM_00073,False,19.148,534.5,fast,irreversible,True,1.4,structural,0.616,MOA_DB
DRUG_MECHANISM_00285,DrugHasMechanism,DRUG_00478,MECHANISM_00068,False,2.068,839.7,intermediate,irreversible,True,0.91,structural,0.67,MOA_DB
DRUG_MECHANISM_00286,DrugHasMechanism,DRUG_00355,MECHANISM_00020,False,87.584,128.7,fast,irreversible,True,0.95,structural,0.803,MOA_DB
DRUG_MECHANISM_00287,DrugHasMechanism,DRUG_00228,MECHANISM_00025,False,40.206,45.4,slow,reversible,False,0.78,structural,0.73,MOA_DB
DRUG_MECHANISM_00288,DrugHasMechanism,DRUG_00066,MECHANISM_00045,True,58.576,254.4,fast,reversible,False,0.52,structural,0.688,MOA_DB
DRUG_MECHANISM_00289,DrugHasMechanism,DRUG_00074,MECHANISM_00037,True,69.941,322.9,slow,reversible,False,1.94,biochemical,0.809,MOA_DB
DRUG_MECHANISM_00290,DrugHasMechanism,DRUG_00366,MECHANISM_00042,True,33.314,395.8,slow,irreversible,False,1.98,computational,0.78,MOA_DB
DRUG_MECHANISM_00291,DrugHasMechanism,DRUG_00499,MECHANISM_00015,False,6.331,269.5,fast,reversible,True,0.79,computational,0.692,MOA_DB
DRUG_MECHANISM_00292,DrugHasMechanism,DRUG_00414,MECHANISM_00029,False,43.27,868.9,slow,irreversible,False,0.53,computational,0.873,MOA_DB
DRUG_MECHANISM_00293,DrugHasMechanism,DRUG_00242,MECHANISM_00015,False,56.142,465.7,intermediate,irreversible,True,0.56,biochemical,0.882,MOA_DB
DRUG_MECHANISM_00294,DrugHasMechanism,DRUG_00040,MECHANISM_00047,True,12.041,67.1,fast,irreversible,True,1.19,structural,0.887,MOA_DB
DRUG_MECHANISM_00295,DrugHasMechanism,DRUG_00442,MECHANISM_00034,False,7.941,678.9,intermediate,reversible,False,0.87,biochemical,0.779,MOA_DB
DRUG_MECHANISM_00296,DrugHasMechanism,DRUG_00130,MECHANISM_00031,True,60.862,879.0,fast,reversible,True,1.09,computational,0.733,MOA_DB
DRUG_MECHANISM_00297,DrugHasMechanism,DRUG_00333,MECHANISM_00048,False,45.802,411.8,slow,reversible,False,1.49,biochemical,0.864,MOA_DB
DRUG_MECHANISM_00298,DrugHasMechanism,DRUG_00459,MECHANISM_00035,True,35.349,348.9,slow,irreversible,True,1.94,structural,0.857,MOA_DB
DRUG_MECHANISM_00299,DrugHasMechanism,DRUG_00105,MECHANISM_00062,True,58.598,300.6,fast,reversible,True,0.76,computational,0.609,MOA_DB
DRUG_MECHANISM_00300,DrugHasMechanism,DRUG_00312,MECHANISM_00042,False,33.767,105.1,fast,irreversible,True,1.38,computational,0.735,MOA_DB
DRUG_MECHANISM_00301,DrugHasMechanism,DRUG_00232,MECHANISM_00043,True,29.27,17.0,slow,irreversible,False,0.65,computational,0.702,MOA_DB
DRUG_MECHANISM_00302,DrugHasMechanism,DRUG_00179,MECHANISM_00037,False,9.359,634.4,intermediate,irreversible,True,1.86,biochemical,0.615,MOA_DB
DRUG_MECHANISM_00303,DrugHasMechanism,DRUG_00333,MECHANISM_00074,False,24.591,596.0,intermediate,irreversible,True,1.63,structural,0.671,MOA_DB
DRUG_MECHANISM_00304,DrugHasMechanism,DRUG_00091,MECHANISM_00075,False,10.616,15.6,slow,irreversible,False,1.51,computational,0.791,MOA_DB
DRUG_MECHANISM_00305,DrugHasMechanism,DRUG_00284,MECHANISM_00025,False,89.484,512.4,intermediate,irreversible,False,1.81,computational,0.858,MOA_DB
DRUG_MECHANISM_00306,DrugHasMechanism,DRUG_00347,MECHANISM_00061,False,94.835,139.0,fast,reversible,True,0.53,computational,0.69,MOA_DB
DRUG_MECHANISM_00307,DrugHasMechanism,DRUG_00223,MECHANISM_00073,False,61.858,19.8,slow,reversible,False,1.86,computational,0.621,MOA_DB
DRUG_MECHANISM_00308,DrugHasMechanism,DRUG_00418,MECHANISM_00015,False,30.418,693.8,fast,irreversible,True,0.82,biochemical,0.866,MOA_DB
DRUG_MECHANISM_00309,DrugHasMechanism,DRUG_00250,MECHANISM_00044,False,0.843,702.0,fast,reversible,False,1.51,structural,0.884,MOA_DB
DRUG_MECHANISM_00310,DrugHasMechanism,DRUG_00214,MECHANISM_00076,False,40.856,372.5,fast,reversible,True,1.34,computational,0.668,MOA_DB
DRUG_MECHANISM_00311,DrugHasMechanism,DRUG_00291,MECHANISM_00005,False,86.51,329.2,slow,reversible,True,1.26,computational,0.899,MOA_DB
DRUG_MECHANISM_00312,DrugHasMechanism,DRUG_00447,MECHANISM_00011,True,8.106,97.8,fast,reversible,False,0.73,structural,0.64,MOA_DB
DRUG_MECHANISM_00313,DrugHasMechanism,DRUG_00317,MECHANISM_00068,False,90.473,245.8,slow,irreversible,True,1.57,biochemical,0.712,MOA_DB
DRUG_MECHANISM_00314,DrugHasMechanism,DRUG_00179,MECHANISM_00053,False,8.584,322.9,intermediate,irreversible,True,1.99,biochemical,0.87,MOA_DB
DRUG_MECHANISM_00315,DrugHasMechanism,DRUG_00244,MECHANISM_00051,False,95.569,201.6,slow,irreversible,True,1.14,computational,0.645,MOA_DB
DRUG_MECHANISM_00316,DrugHasMechanism,DRUG_00425,MECHANISM_00028,True,94.252,47.1,fast,irreversible,False,1.0,biochemical,0.613,MOA_DB
DRUG_MECHANISM_00317,DrugHasMechanism,DRUG_00271,MECHANISM_00009,True,65.793,719.9,slow,reversible,False,1.31,structural,0.733,MOA_DB
DRUG_MECHANISM_00318,DrugHasMechanism,DRUG_00301,MECHANISM_00014,False,50.5,879.5,fast,reversible,True,1.17,biochemical,0.702,MOA_DB
DRUG_MECHANISM_00319,DrugHasMechanism,DRUG_00105,MECHANISM_00069,False,20.142,83.9,intermediate,irreversible,False,1.41,biochemical,0.815,MOA_DB
DRUG_MECHANISM_00320,DrugHasMechanism,DRUG_00308,MECHANISM_00056,False,4.596,416.9,intermediate,irreversible,False,1.65,structural,0.85,MOA_DB
DRUG_MECHANISM_00321,DrugHasMechanism,DRUG_00328,MECHANISM_00030,True,0.782,782.6,intermediate,reversible,True,1.65,computational,0.845,MOA_DB
DRUG_MECHANISM_00322,DrugHasMechanism,DRUG_00172,MECHANISM_00049,False,1.23,305.6,slow,irreversible,True,1.54,biochemical,0.644,MOA_DB
DRUG_MECHANISM_00323,DrugHasMechanism,DRUG_00151,MECHANISM_00018,True,10.43,707.7,slow,irreversible,True,0.87,structural,0.649,MOA_DB
DRUG_MECHANISM_00324,DrugHasMechanism,DRUG_00431,MECHANISM_00061,False,45.677,754.0,intermediate,irreversible,False,1.3,structural,0.758,MOA_DB
DRUG_MECHANISM_00325,DrugHasMechanism,DRUG_00353,MECHANISM_00045,True,36.155,607.2,fast,irreversible,True,1.73,biochemical,0.881,MOA_DB
DRUG_MECHANISM_00326,DrugHasMechanism,DRUG_00388,MECHANISM_00021,True,83.948,719.5,fast,reversible,False,1.86,biochemical,0.607,MOA_DB
DRUG_MECHANISM_00327,DrugHasMechanism,DRUG_00137,MECHANISM_00055,False,41.051,380.2,slow,reversible,True,1.6,biochemical,0.809,MOA_DB
DRUG_MECHANISM_00328,DrugHasMechanism,DRUG_00473,MECHANISM_00004,True,50.179,674.0,intermediate,irreversible,False,1.38,biochemical,0.868,MOA_DB
DRUG_MECHANISM_00329,DrugHasMechanism,DRUG_00249,MECHANISM_00068,True,76.325,181.9,intermediate,reversible,True,1.63,structural,0.605,MOA_DB
DRUG_MECHANISM_00330,DrugHasMechanism,DRUG_00104,MECHANISM_00036,True,93.814,414.8,intermediate,reversible,False,1.09,biochemical,0.749,MOA_DB
DRUG_MECHANISM_00331,DrugHasMechanism,DRUG_00276,MECHANISM_00068,True,56.971,585.7,intermediate,reversible,True,0.98,computational,0.779,MOA_DB
DRUG_MECHANISM_00332,DrugHasMechanism,DRUG_00438,MECHANISM_00044,True,81.611,334.9,slow,irreversible,True,1.24,structural,0.719,MOA_DB
DRUG_MECHANISM_00333,DrugHasMechanism,DRUG_00291,MECHANISM_00064,False,15.897,323.6,fast,reversible,True,1.9,computational,0.689,MOA_DB
DRUG_MECHANISM_00334,DrugHasMechanism,DRUG_00370,MECHANISM_00072,False,13.966,797.9,intermediate,reversible,False,0.9,biochemical,0.768,MOA_DB
DRUG_MECHANISM_00335,DrugHasMechanism,DRUG_00050,MECHANISM_00065,False,11.286,478.3,slow,reversible,False,1.26,computational,0.871,MOA_DB
DRUG_MECHANISM_00336,DrugHasMechanism,DRUG_00081,MECHANISM_00060,False,26.389,553.7,slow,irreversible,False,0.63,biochemical,0.689,MOA_DB
DRUG_MECHANISM_00337,DrugHasMechanism,DRUG_00233,MECHANISM_00037,True,74.274,829.7,intermediate,irreversible,True,1.33,computational,0.878,MOA_DB
