Id,Label,Properties:name,Properties:pubchemId,Properties:chemblId,Properties:smiles,Properties:inchiKey,Properties:type,Properties:molecularFormula,Properties:exactMass,Properties:logP,Properties:hbd,Properties:hba,Properties:rotatablebonds,Properties:polarSurfaceArea,Properties:bioavailability,Properties:source,Properties:confidence
COMPOUND_00103,Compound,Chemical_Compound_103,CID982078,CHEMBL324552,CCOC(=O)O,VYRASFBSKWMWIO-GXWEXFYXGQ-F,FLAVONOID,C23H23,936.657,3.78,0,13,9,184.64,0.29,PUBCHEM,0.864
COMPOUND_00104,Compound,Chemical_Compound_104,CID854842,CHEMBL589765,CCCCCCCC(=O)Oc1ccccc1,BPLQVHNSREHQOL-FHXKJVFOLB-Y,CARBOHYDRATE,C12H19N1O8Cl1,898.1588,6.3,6,5,7,175.74,0.53,PUBCHEM,0.899
COMPOUND_00105,Compound,Chemical_Compound_105,CID624166,CHEMBL417398,CCOCCOCCNC=Oc1ccccc1,ZCKTLTIAOJJCAI-ZYNOFXMFDV-X,ALKALOID,C8H41,374.4151,0.82,8,5,4,66.81,0.5,PUBCHEM,0.817
COMPOUND_00106,Compound,Chemical_Compound_106,CID762128,CHEMBL269817,CCNC=OCCCCO,RJHIAEBMARZHCL-GKGWQUBXMR-Q,PEPTIDE,C10H59N7S1,568.2389,2.49,2,2,15,86.67,0.24,PUBCHEM,0.865
COMPOUND_00107,Compound,Chemical_Compound_107,CID534071,CHEMBL962684,CCOc1ccccc1CCC(=O)Oc1ccccc1,AJPJXOUJBTJSKV-QXOXQMUFTU-S,PEPTIDE,C12H48O9Cl1,586.3327,5.72,1,10,7,192.92,0.32,PUBCHEM,0.827
COMPOUND_00108,Compound,Chemical_Compound_108,CID965950,CHEMBL459237,C=OCCNCCC,UUXAQWWOSNFWNC-PYJOIAKZLW-E,SMALL_MOLECULE,C27H22O4Cl2,830.0787,3.44,10,9,9,120.58,0.55,PUBCHEM,0.902
COMPOUND_00109,Compound,Chemical_Compound_109,CID404627,CHEMBL741211,CCCCCCNCCc1ccccc1,CGGSHFNZBAZNOA-ZXKRPQVUQK-P,NUCLEOTIDE,C7H35N1,340.5882,-0.45,9,12,14,109.12,0.98,PUBCHEM,0.873
COMPOUND_00110,Compound,Chemical_Compound_110,CID172688,CHEMBL907809,C=OCCCNCCCCCN,WAVLBTGOYFYJZD-TQJVLIPTEX-B,PEPTIDE,C19H52N8O10,366.3232,4.33,5,12,8,87.1,0.93,PUBCHEM,0.951
COMPOUND_00111,Compound,Chemical_Compound_111,CID403125,CHEMBL572693,CCOC(=O)O,UJRFOOCPZVGCNO-RBUMDZLOGM-U,PEPTIDE,C30H13O8,105.5754,2.28,1,14,19,173.22,0.97,PUBCHEM,0.884
COMPOUND_00112,Compound,Chemical_Compound_112,CID150679,CHEMBL147384,CCc1ccccc1CC(=O)O,TVEGMHQAIDSQQP-DRYLXWANRN-C,STEROID,C29H54N8O6,876.8518,-1.48,9,11,10,105.93,0.26,PUBCHEM,0.92
COMPOUND_00113,Compound,Chemical_Compound_113,CID234715,CHEMBL686767,CCCC,WUWMHTHJEPDBSS-HOVHPMPGYI-Q,FLAVONOID,C12H47N0,126.9511,7.31,0,13,20,155.87,0.53,PUBCHEM,0.81
COMPOUND_00114,Compound,Chemical_Compound_114,CID637810,CHEMBL703113,C(=O)OC,KDJSOKKAYEOBUF-PJTBYKJAKH-M,CARBOHYDRATE,C14H38N0O9,406.2229,2.03,5,6,11,183.28,0.85,PUBCHEM,0.908
COMPOUND_00115,Compound,Chemical_Compound_115,CID921048,CHEMBL558866,C(=O)OC(=O)OC=O,XMVNRAESOUQQPS-IHYQFGZBJB-R,LIPID,C25H16O3,166.6343,4.97,4,12,18,180.7,0.28,PUBCHEM,0.881
COMPOUND_00116,Compound,Chemical_Compound_116,CID646226,CHEMBL633436,CCNC=Oc1ccccc1c1ccccc1CCO,BRZJUVGBWAVBWD-MLNWCFZZKH-E,SMALL_MOLECULE,C17H48N1Cl3,596.7421,0.81,4,11,19,39.12,0.11,PUBCHEM,0.883
COMPOUND_00117,Compound,Chemical_Compound_117,CID370283,CHEMBL478103,CCc1ccccc1C(=O)OCCNc1ccccc1,GXEYBSNPHGASDL-SDVZIPJLVX-A,SMALL_MOLECULE,C27H12N1,674.9522,-0.26,5,12,14,76.97,0.26,PUBCHEM,0.885
COMPOUND_00118,Compound,Chemical_Compound_118,CID986485,CHEMBL224384,CCOC=OCCC,XVJRPBJFOBUSLH-NQMEJMLOEY-G,ALKALOID,C25H58S2,595.8952,2.14,7,11,8,34.86,0.81,PUBCHEM,0.864
COMPOUND_00119,Compound,Chemical_Compound_119,CID190185,CHEMBL839614,C=OCCNCC=O,LNWLIAWWGVZFBR-YUAIGARTSD-U,PEPTIDE,C7H16N5,873.6969,7.76,0,9,7,161.68,0.91,PUBCHEM,0.813
COMPOUND_00120,Compound,Chemical_Compound_120,CID145401,CHEMBL867072,c1ccccc1C,AGNNJJSQIJGCVY-ISGLJUTAVL-A,STEROID,C11H13N1,798.0505,5.69,4,7,19,60.26,0.32,PUBCHEM,0.89
COMPOUND_00121,Compound,Chemical_Compound_121,CID152660,CHEMBL319644,C=OCCOCCOC=Oc1ccccc1,HKXIRRBMSIEIUU-QTPJBRYRST-P,STEROID,C12H39N8O0,769.2947,5.45,6,1,3,120.98,0.13,PUBCHEM,0.969
COMPOUND_00122,Compound,Chemical_Compound_122,CID148971,CHEMBL189359,c1ccccc1c1ccccc1Cc1ccccc1,UPKPVPZPIQLIRF-IMDWYOEUPM-O,FLAVONOID,C21H47N7O0S2,356.2988,2.12,5,2,7,148.84,0.75,PUBCHEM,0.875
COMPOUND_00123,Compound,Chemical_Compound_123,CID757558,CHEMBL296530,c1ccccc1CCCO,UWGVIPBLTGLRBH-VQZZGMHPOX-T,CARBOHYDRATE,C29H26O4,501.7752,3.82,8,9,4,126.73,0.98,PUBCHEM,0.935
COMPOUND_00124,Compound,Chemical_Compound_124,CID619136,CHEMBL999295,CC=OCCC,FXJDZWOHBDLBLH-HZENUVILZG-P,PEPTIDE,C23H10N6O9S2,501.3536,1.44,1,12,17,157.65,0.47,PUBCHEM,0.928
COMPOUND_00125,Compound,Chemical_Compound_125,CID729056,CHEMBL104823,CCOCCCc1ccccc1CCO,TEWMHJJIFCHYHV-JXTCAQJIOU-C,FLAVONOID,C24H24N5Cl1,225.0895,-0.36,2,3,13,123.34,0.52,PUBCHEM,0.87
COMPOUND_00126,Compound,Chemical_Compound_126,CID481077,CHEMBL780065,CCCNC=OCCO,BTHFOOOLOUAJGG-ZJOSKWEGJH-D,ALKALOID,C23H20N0O3,177.1915,-1.56,1,9,13,145.97,0.47,PUBCHEM,0.825
COMPOUND_00127,Compound,Chemical_Compound_127,CID379083,CHEMBL529769,CCC=OC(=O)Oc1ccccc1,RLFMVVKAWQQCLF-BSBUKVKWVD-W,LIPID,C12H34O9,283.888,4.47,1,4,7,115.12,0.86,PUBCHEM,0.918
COMPOUND_00128,Compound,Chemical_Compound_128,CID341914,CHEMBL735614,CCNCCCCO,XPTWYKSDWVYISL-SACBQBIXXY-Z,CARBOHYDRATE,C25H59N7O3Cl1,526.438,3.01,4,9,8,156.71,0.16,PUBCHEM,0.889
COMPOUND_00129,Compound,Chemical_Compound_129,CID274603,CHEMBL238561,c1ccccc1C,JXXJLAWOSEHAVY-HRYYYBWZTG-V,SMALL_MOLECULE,C30H55N4O6,332.2121,2.78,10,5,14,30.95,0.35,PUBCHEM,0.848
COMPOUND_00130,Compound,Chemical_Compound_130,CID421894,CHEMBL383717,C(=O)Oc1ccccc1CCC,YVGTBTTVJLIBRD-VVWYYLTICD-Z,ALKALOID,C22H10N6O1,252.6983,-0.96,5,14,10,26.07,0.38,PUBCHEM,0.827
COMPOUND_00131,Compound,Chemical_Compound_131,CID589847,CHEMBL647945,c1ccccc1CCCCCCOC(=O)O,VTIJBOYXOLFJVN-VTUUWUHFDG-K,PEPTIDE,C25H12O2S1,398.6375,5.9,0,2,1,102.77,0.34,PUBCHEM,0.898
COMPOUND_00132,Compound,Chemical_Compound_132,CID456637,CHEMBL165079,C=Oc1ccccc1CCOCCN,UZFDPIOUCFGGLX-QIMYCSCFRY-Q,CARBOHYDRATE,C18H56N7O3,180.8798,-1.09,1,13,10,38.23,0.12,PUBCHEM,0.951
COMPOUND_00133,Compound,Chemical_Compound_133,CID539543,CHEMBL675812,CCCC,PUIVGXKQOYSJQX-DUMSXPHCNB-N,CARBOHYDRATE,C13H49N3O3,899.5565,1.5,7,5,14,91.92,0.35,PUBCHEM,0.809
COMPOUND_00134,Compound,Chemical_Compound_134,CID920175,CHEMBL586242,CCC,LRZMHCHYERWQBO-MWMJFUJFXQ-F,STEROID,C16H34N4O8,976.0275,6.19,10,13,7,142.35,0.35,PUBCHEM,0.806
COMPOUND_00135,Compound,Chemical_Compound_135,CID417208,CHEMBL772550,CCNCCCCNCCC,LWTMRJBHZPUNOS-BGLSDFIVMG-J,CARBOHYDRATE,C28H50O1,988.9766,3.87,4,11,0,191.64,0.4,PUBCHEM,0.87
COMPOUND_00136,Compound,Chemical_Compound_136,CID119869,CHEMBL310791,CCCCCCCN,IXBUBNFQRGBPRX-RMUTVEIGZV-W,LIPID,C21H38O6Cl2,937.9741,4.91,1,8,10,141.95,0.64,PUBCHEM,0.964
COMPOUND_00137,Compound,Chemical_Compound_137,CID237188,CHEMBL613746,CCCCCOCc1ccccc1c1ccccc1,VTZXEQXENJPZVW-UQCTVOWLGR-D,ALKALOID,C23H13O9S1,399.2669,6.8,0,11,9,72.42,0.68,PUBCHEM,0.893
COMPOUND_00138,Compound,Chemical_Compound_138,CID402883,CHEMBL920501,CCCCC(=O)O,OYBPITNTTSTVFW-FCMPQSGWLO-H,FLAVONOID,C22H8N0O5S1,215.2416,2.1,5,3,7,38.38,0.68,PUBCHEM,0.858
COMPOUND_00139,Compound,Chemical_Compound_139,CID463103,CHEMBL136355,CCCCCc1ccccc1,QPRDIXFNGVWINK-SBAWJRSWKX-B,CARBOHYDRATE,C27H21Cl1,909.0023,2.6,1,14,2,174.23,0.3,PUBCHEM,0.89
COMPOUND_00140,Compound,Chemical_Compound_140,CID547821,CHEMBL679668,CCCCCCCCCN,JVCNDRQDPMRWPS-YVMMDIDOBS-G,CARBOHYDRATE,C30H35N6O10Cl1,573.0836,6.18,2,14,3,94.91,0.1,PUBCHEM,0.838
COMPOUND_00141,Compound,Chemical_Compound_141,CID101758,CHEMBL865726,CCOCCOCCC,BHKIRPTDGTKMSD-AOTMBARAFN-O,STEROID,C13H43N0O6,479.5788,7.3,7,0,12,144.76,0.12,PUBCHEM,0.918
COMPOUND_00142,Compound,Chemical_Compound_142,CID267165,CHEMBL714481,C(=O)OCCCCCC,JMXNJDRFCFXUYV-VOZAYBFHYE-D,CARBOHYDRATE,C17H24Cl1,252.0043,7.67,0,12,5,190.87,0.7,PUBCHEM,0.878
COMPOUND_00143,Compound,Chemical_Compound_143,CID633051,CHEMBL574286,C=OC=O,LGHBMQPIIOWYDA-EAFXTJSBOT-R,ALKALOID,C21H25O7Cl3,665.3962,0.82,10,3,8,174.74,0.5,PUBCHEM,0.848
COMPOUND_00144,Compound,Chemical_Compound_144,CID609955,CHEMBL694482,c1ccccc1CCCC(=O)O,GFGVQUHRCXCIVA-TUUZHPSUFK-T,STEROID,C21H43N7O4,461.485,2.57,2,15,5,109.29,0.63,PUBCHEM,0.978
COMPOUND_00145,Compound,Chemical_Compound_145,CID624962,CHEMBL838430,CCCC(=O)OCCCC(=O)OC,HZXECJGMPIMUEO-CMCUSWNKHC-T,FLAVONOID,C24H14N4Cl2,277.6503,5.05,7,13,4,29.04,0.85,PUBCHEM,0.836
COMPOUND_00146,Compound,Chemical_Compound_146,CID377150,CHEMBL918807,CCCCCc1ccccc1C,LPZAORTQPDCDDZ-SAKRMZRXZS-I,CARBOHYDRATE,C11H16O10Cl0,440.0445,-1.87,1,4,20,157.15,0.74,PUBCHEM,0.805
COMPOUND_00147,Compound,Chemical_Compound_147,CID671587,CHEMBL644281,CCC=OCCN,PQRSRLJHJAMSXU-NIRYDTHCZT-D,LIPID,C15H56N5,542.2076,5.26,7,3,16,41.29,0.42,PUBCHEM,0.883
COMPOUND_00148,Compound,Chemical_Compound_148,CID183924,CHEMBL352472,CC=OCCC,NKUSDSSGQNOUBK-FECQZVZKWX-J,CARBOHYDRATE,C30H24O10S0,172.3728,-0.87,2,3,15,186.21,0.27,PUBCHEM,0.827
COMPOUND_00149,Compound,Chemical_Compound_149,CID760049,CHEMBL469990,CCNCc1ccccc1,DSOMWDZYKQBYQG-ASPGDJMHVS-S,NUCLEOTIDE,C28H14N5O7,230.2591,6.94,6,15,14,172.74,0.47,PUBCHEM,0.835
COMPOUND_00150,Compound,Chemical_Compound_150,CID157450,CHEMBL284995,CCCCCCCCCCCO,XMXDYSRRFETBIW-RXDOGHMVTX-N,NUCLEOTIDE,C11H27N6O9,742.8554,4.84,0,13,0,122.56,0.11,PUBCHEM,0.806
COMPOUND_00151,Compound,Chemical_Compound_151,CID728242,CHEMBL808462,C=OCCNCC(=O)OC(=O)O,LCCTPFFJOCFJDC-IIECWITHCJ-V,PEPTIDE,C8H57O0S0,186.3771,5.78,1,13,15,144.88,0.61,PUBCHEM,0.884
COMPOUND_00152,Compound,Chemical_Compound_152,CID484724,CHEMBL899618,C=Oc1ccccc1CCO,VQNPKROBQDIYQG-NUHRKLOJVW-T,STEROID,C27H45N6O3S2,842.3412,0.98,2,4,18,170.23,0.17,PUBCHEM,0.813
COMPOUND_00153,Compound,Chemical_Compound_153,CID937022,CHEMBL351591,C=OCCOCCNCCC,LNOFPYOAMDHVZN-NIWSKWJIAD-W,NUCLEOTIDE,C7H36N2O9,253.8465,1.3,4,1,7,27.5,0.51,PUBCHEM,0.961
COMPOUND_00154,Compound,Chemical_Compound_154,CID749284,CHEMBL248679,CCCCCC(=O)O,PCPVVVLLHFLWWP-MXDQDPMDCR-W,FLAVONOID,C5H47N8,754.1127,7.46,7,9,8,28.58,0.76,PUBCHEM,0.858
COMPOUND_00155,Compound,Chemical_Compound_155,CID544574,CHEMBL416543,Cc1ccccc1CCCCOC,HNYFOECQSWTERQ-ZYAWFQVNNI-E,SMALL_MOLECULE,C15H58N6O10,586.087,-1.39,2,8,12,117.45,0.17,PUBCHEM,0.965
COMPOUND_00156,Compound,Chemical_Compound_156,CID287230,CHEMBL773057,CCOC(=O)OCCN,PVKMXRIUNOYALJ-NNVLUTZMMP-R,ALKALOID,C11H11N6O9,138.7358,0.81,7,15,2,96.55,0.42,PUBCHEM,0.886
COMPOUND_00157,Compound,Chemical_Compound_157,CID101305,CHEMBL448071,CCCCCCO,VWJCIXHKPOWCVS-LEGRYKRRTJ-Z,STEROID,C12H37N0O2,588.3581,7.6,5,4,15,77.62,0.56,PUBCHEM,0.912
COMPOUND_00158,Compound,Chemical_Compound_158,CID878141,CHEMBL188999,CCC,IFYCBDYIQDPDGK-IEFHZKJRPZ-H,SMALL_MOLECULE,C23H54N0Cl0,992.6371,0.67,2,10,4,44.15,0.85,PUBCHEM,0.871
COMPOUND_00159,Compound,Chemical_Compound_159,CID268179,CHEMBL752113,C=OCCNCCOCCCC=O,CXGFZNTQYWROQI-OTNNCRXKHX-U,PEPTIDE,C23H47N2O9Cl1,143.0669,1.18,3,6,7,91.96,0.93,PUBCHEM,0.836
COMPOUND_00160,Compound,Chemical_Compound_160,CID399904,CHEMBL934711,c1ccccc1CCNc1ccccc1,YNGRFCIKPDQVBO-IVNNROUVBM-Y,PEPTIDE,C23H59N7O10S2,310.6441,7.99,4,4,7,176.85,0.57,PUBCHEM,0.867
COMPOUND_00161,Compound,Chemical_Compound_161,CID956181,CHEMBL358114,CCCCOCC(=O)O,TFNHNRADUAOMFB-RYPGXXRNIK-D,STEROID,C24H47N4O8Cl3,764.097,-1.94,10,8,14,174.42,0.5,PUBCHEM,0.936
COMPOUND_00162,Compound,Chemical_Compound_162,CID678372,CHEMBL169804,CCOC(=O)OC=O,XQLIOJENHAKIKX-DMUOPXQBNN-E,LIPID,C18H58O3,831.8467,2.56,8,14,19,117.16,0.31,PUBCHEM,0.877
COMPOUND_00163,Compound,Chemical_Compound_163,CID270882,CHEMBL803056,CCNCCc1ccccc1C,GOIUHBCZEFQGPF-QDUOQKNYCT-X,LIPID,C29H29O10,279.3185,-0.1,9,12,7,182.19,0.9,PUBCHEM,0.827
COMPOUND_00164,Compound,Chemical_Compound_164,CID310452,CHEMBL276718,c1ccccc1C=Oc1ccccc1,GRDKVTTPWSAIDR-NUADEJXMCO-P,NUCLEOTIDE,C21H13O4Cl2,610.2671,5.81,10,12,7,126.09,0.15,PUBCHEM,0.805
COMPOUND_00165,Compound,Chemical_Compound_165,CID264078,CHEMBL950627,c1ccccc1CCNCCCCCN,TYABAQGJDZNFAH-EXZOECBICB-T,PEPTIDE,C16H40N1O9,355.7688,1.77,3,7,9,96.82,0.84,PUBCHEM,0.946
COMPOUND_00166,Compound,Chemical_Compound_166,CID887009,CHEMBL127851,c1ccccc1CCCCCOC=OC(=O)O,DATJOCJXJFIKDD-CJRABLQHUV-N,ALKALOID,C15H16O4S2,242.8498,5.25,0,15,0,76.13,0.35,PUBCHEM,0.949
COMPOUND_00167,Compound,Chemical_Compound_167,CID785055,CHEMBL801471,CCOCCNC(=O)OC=OCCO,KTCYMFPBMSZPJC-ELQSILBFEH-N,CARBOHYDRATE,C5H60O2,261.78,7.12,10,9,18,82.97,0.26,PUBCHEM,0.843
COMPOUND_00168,Compound,Chemical_Compound_168,CID902839,CHEMBL261460,CCOCCOCCCN,WGUZRYKOTLSKUP-PICJSJKFVS-V,ALKALOID,C27H58O5Cl0,152.433,2.57,9,14,14,35.83,0.63,PUBCHEM,0.837
COMPOUND_00169,Compound,Chemical_Compound_169,CID281666,CHEMBL793055,C(=O)OC(=O)O,VCJLZKHTNISCGN-ZWOBQYUGPJ-P,FLAVONOID,C6H58,884.6979,7.23,8,10,5,169.18,0.68,PUBCHEM,0.861
COMPOUND_00170,Compound,Chemical_Compound_170,CID139745,CHEMBL150818,CCC=OC,JLAPCYDTXAMUPJ-JMMLOFUPKR-L,LIPID,C15H41N2O9S1,419.1859,5.7,9,7,20,92.9,0.79,PUBCHEM,0.861
COMPOUND_00171,Compound,Chemical_Compound_171,CID565375,CHEMBL634728,CCOc1ccccc1CCOC=Oc1ccccc1,XHEUTYWBIWHTBR-TWTGXIOFMI-F,ALKALOID,C8H24N7O10S2,556.0743,7.02,9,1,0,165.2,0.84,PUBCHEM,0.867
COMPOUND_00172,Compound,Chemical_Compound_172,CID173337,CHEMBL140285,CCCCCNC(=O)OC(=O)O,MTAQKOTLQOTPGQ-MLFKDWEEDI-J,STEROID,C11H59N0O5,851.7461,2.25,2,5,6,108.15,0.59,PUBCHEM,0.914
COMPOUND_00173,Compound,Chemical_Compound_173,CID560488,CHEMBL912614,CCCNC(=O)Oc1ccccc1,YKTOINVFEYECRS-CHSTOIEMGK-W,NUCLEOTIDE,C7H37N1O3,348.0535,1.18,6,9,16,64.88,0.47,PUBCHEM,0.815
COMPOUND_00174,Compound,Chemical_Compound_174,CID581718,CHEMBL950215,CCOCCOCCNCCOc1ccccc1,UIULOAIULVDGBU-AWABKBWSTE-W,PEPTIDE,C24H53N7O9Cl1,851.7599,3.78,6,5,19,151.25,0.29,PUBCHEM,0.852
COMPOUND_00175,Compound,Chemical_Compound_175,CID192134,CHEMBL840970,C=OCCNC,VRCWCHSHUZYWYD-UOGXNQXCUM-P,LIPID,C25H48N5O6,873.0591,1.85,10,11,0,93.81,0.78,PUBCHEM,0.84
COMPOUND_00176,Compound,Chemical_Compound_176,CID485013,CHEMBL320457,CCCCOCCOCC,GAIAKZCIBPEVWR-NEBFCLDAXJ-Z,CARBOHYDRATE,C10H43N1O10,527.352,6.25,8,6,8,27.79,0.63,PUBCHEM,0.819
COMPOUND_00177,Compound,Chemical_Compound_177,CID332718,CHEMBL709991,C=OC(=O)OCCCCOCCO,QKSICUUEWDEMYP-CDRJTIYXAU-R,PEPTIDE,C30H60O8,981.4387,0.14,10,15,20,30.61,0.81,PUBCHEM,0.85
COMPOUND_00178,Compound,Chemical_Compound_178,CID460752,CHEMBL213597,CCNCC(=O)OCCCCO,QDCFVMWXBEISPI-MTVMWEAAPD-Y,CARBOHYDRATE,C7H50Cl1,163.1009,2.24,2,10,18,99.0,0.37,PUBCHEM,0.814
COMPOUND_00179,Compound,Chemical_Compound_179,CID862812,CHEMBL626668,C(=O)OCCN,DEBDXXEKVGUAWF-QMWDFUETWK-K,PEPTIDE,C28H45N2O4,839.3412,1.09,0,1,9,165.29,0.6,PUBCHEM,0.915
COMPOUND_00180,Compound,Chemical_Compound_180,CID518692,CHEMBL888213,CCNCCCC=OCCCc1ccccc1,WQDCWIYOSKNFCI-TLOEULOTBO-S,LIPID,C22H33O9,890.9697,1.26,2,4,13,132.75,0.94,PUBCHEM,0.907
COMPOUND_00181,Compound,Chemical_Compound_181,CID741084,CHEMBL735254,c1ccccc1C(=O)OCCCCCCCC,AXCKOSKXLETHYU-DAMPENUVTL-O,ALKALOID,C12H10O10,538.4296,5.62,10,8,16,49.42,0.56,PUBCHEM,0.974
COMPOUND_00182,Compound,Chemical_Compound_182,CID689273,CHEMBL702196,C(=O)OCC,WOVVQHAMHZYTOH-HIDWOAZOHZ-C,CARBOHYDRATE,C7H15N7O5S1,950.4197,-0.3,5,10,12,38.21,0.44,PUBCHEM,0.884
COMPOUND_00183,Compound,Chemical_Compound_183,CID339287,CHEMBL775544,CCOCCNCCNCC,LLAKDEOMJRIARA-AFURPCDULM-Q,LIPID,C12H50O4,271.5107,5.98,5,10,18,182.0,0.6,PUBCHEM,0.945
COMPOUND_00184,Compound,Chemical_Compound_184,CID906650,CHEMBL202263,c1ccccc1c1ccccc1C=O,FZRXASTFDGHATN-JVVCZBIGMQ-O,STEROID,C21H22O6S2,714.2679,-1.13,3,7,16,134.0,0.53,PUBCHEM,0.817
COMPOUND_00185,Compound,Chemical_Compound_185,CID982640,CHEMBL789010,c1ccccc1CCO,TMYPRKJMRPRBWO-GVFCCNRHEM-H,CARBOHYDRATE,C5H58N4O9Cl3,204.3461,7.61,7,10,6,154.41,0.35,PUBCHEM,0.83
COMPOUND_00186,Compound,Chemical_Compound_186,CID836967,CHEMBL539249,C=OC(=O)OCCCCCOC=O,USZMGTCPCELHME-PAYPCDLZNZ-W,LIPID,C5H20O10,595.0248,0.68,6,8,17,169.38,0.68,PUBCHEM,0.964
COMPOUND_00187,Compound,Chemical_Compound_187,CID529363,CHEMBL150539,c1ccccc1C=OC=OC,KASRUFLOQHLXLE-SBRGUAZIHK-F,FLAVONOID,C23H54N8O5,804.4047,0.3,4,8,9,176.17,0.24,PUBCHEM,0.841
COMPOUND_00188,Compound,Chemical_Compound_188,CID871416,CHEMBL816675,CCOCC,GZJDTHLCTJAGVY-EKJIGZOQTN-J,NUCLEOTIDE,C9H15N2O0S1,831.5829,5.78,0,4,20,53.41,0.11,PUBCHEM,0.838
COMPOUND_00189,Compound,Chemical_Compound_189,CID994389,CHEMBL953579,CCNC=OC=OCCCC,DQBOQTRRSOESOK-WXALULGFVR-J,CARBOHYDRATE,C14H47N3O1Cl1,423.4855,2.76,5,5,0,60.58,0.34,PUBCHEM,0.832
COMPOUND_00190,Compound,Chemical_Compound_190,CID477518,CHEMBL483741,CCNC=OCCCCCC,FHDHOUTCOPJXZV-ECDLLFRNCY-I,CARBOHYDRATE,C23H13N6Cl3,392.9043,3.55,4,13,19,91.23,0.22,PUBCHEM,0.925
COMPOUND_00191,Compound,Chemical_Compound_191,CID771317,CHEMBL923782,CCC=O,QQXOEPNDVYODGF-JMYTJMGRET-P,SMALL_MOLECULE,C18H35N0O2,839.0245,5.72,5,1,2,28.31,0.94,PUBCHEM,0.891
COMPOUND_00192,Compound,Chemical_Compound_192,CID861061,CHEMBL228026,C(=O)OCCCCCCCO,EWCMTYWYRWPZRA-QPJYCLWJRT-S,STEROID,C11H29N7O0Cl3,183.3708,2.43,7,5,18,133.36,0.78,PUBCHEM,0.918
COMPOUND_00193,Compound,Chemical_Compound_193,CID481049,CHEMBL106470,c1ccccc1c1ccccc1C(=O)OC,MGFTXEMFTRBGLS-DCECGTZNNT-T,NUCLEOTIDE,C15H32N7O8S0,953.5342,1.07,1,2,0,62.55,0.97,PUBCHEM,0.943
COMPOUND_00194,Compound,Chemical_Compound_194,CID581702,CHEMBL368989,CCCC,GVQFONZGGWZTOQ-LBUIJDCCIG-C,LIPID,C10H46N8O7,966.046,2.82,0,5,13,158.81,0.61,PUBCHEM,0.903
COMPOUND_00195,Compound,Chemical_Compound_195,CID283127,CHEMBL440575,CCCc1ccccc1C=O,NMLAXRKIULRXZZ-RYPFOJQJER-R,NUCLEOTIDE,C18H54N3O1,684.2278,3.96,6,10,13,169.29,0.21,PUBCHEM,0.977
COMPOUND_00196,Compound,Chemical_Compound_196,CID464622,CHEMBL442335,CCNC=OCCNC=O,FVVOTKCPUOMMTD-LVMCWQHTSL-B,FLAVONOID,C26H31N2O0,644.5829,3.41,3,8,6,101.26,0.83,PUBCHEM,0.977
COMPOUND_00197,Compound,Chemical_Compound_197,CID676001,CHEMBL192543,CCCCCO,WRCBAPEPSPZXKJ-LBQNBRFDQP-N,CARBOHYDRATE,C20H48N8O0Cl0,106.7315,-0.54,0,6,20,55.04,0.16,PUBCHEM,0.9
COMPOUND_00198,Compound,Chemical_Compound_198,CID591204,CHEMBL323118,c1ccccc1C=Oc1ccccc1,RHSRDGDDDFJNRD-RYLANVWIAY-L,ALKALOID,C23H59N1O2,389.0795,5.71,10,13,6,100.12,0.41,PUBCHEM,0.902
COMPOUND_00199,Compound,Chemical_Compound_199,CID796186,CHEMBL267630,C=OCCCCCNCCCC=O,WOEKBBZUEDHLBT-HAZXWCNRST-U,PEPTIDE,C15H24N2S2,487.1917,5.28,7,8,2,24.52,0.42,PUBCHEM,0.887
COMPOUND_00200,Compound,Chemical_Compound_200,CID908248,CHEMBL186329,CCc1ccccc1,DAKZIMYSXLYUGX-GXCBGYFUYZ-K,LIPID,C15H60N3O5S2Cl0,722.2509,-1.99,5,8,10,196.52,0.74,PUBCHEM,0.98
COMPOUND_00201,Compound,Chemical_Compound_201,CID315678,CHEMBL835947,CCNc1ccccc1C=OCC(=O)O,YSXJNFABQJCNSC-VMOYJXIUJA-H,FLAVONOID,C30H47N7S1,423.861,-0.77,8,8,6,74.59,0.58,PUBCHEM,0.969
COMPOUND_00202,Compound,Chemical_Compound_202,CID852798,CHEMBL785800,C=OCCN,FNORIYUDIZBYJW-VSAGUBGPYN-C,LIPID,C28H50N5S1Cl0,670.3941,6.18,8,0,9,196.32,0.89,PUBCHEM,0.801
COMPOUND_00203,Compound,Chemical_Compound_203,CID973296,CHEMBL121496,C=OCCCCNc1ccccc1,UQSPTAJQNLUYRV-DLAWURUEZL-W,FLAVONOID,C13H15N4O2Cl1,766.8137,-0.64,10,9,19,194.93,0.46,PUBCHEM,0.821
COMPOUND_00204,Compound,Chemical_Compound_204,CID629444,CHEMBL437632,CCC=O,FXKDSVEHSYMWKC-NACSHREYTS-H,SMALL_MOLECULE,C12H26N4,553.7548,-0.05,5,1,0,186.22,0.19,PUBCHEM,0.959
COMPOUND_00205,Compound,Chemical_Compound_205,CID901745,CHEMBL511791,CC=OC(=O)O,IOMBZXGNNNFSEZ-XZTLLLYGMB-A,LIPID,C27H44N7O7,256.3002,3.09,6,11,8,180.62,0.26,PUBCHEM,0.845
