Id,Label,Properties:name,Properties:brandName,Properties:type,Properties:fdaApproved,Properties:molecularWeight,Properties:dosageForm,Properties:dosageMg,Properties:manufacturer,Properties:approvalDate,Properties:indication,Properties:contraindications,Properties:sideEffects,Properties:source,Properties:confidence
DRUG_00120,Drug,Drug_120_120,Medforte,STATIN,False,530.5,injection,31,Merck,2004-05-12,depression treatment,heart failure; bleeding disorders; allergy history,insomnia; constipation; dry mouth; drowsiness; dizziness,FDA_ORANGE_BOOK,0.879
DRUG_00121,Drug,Drug_121_121,Pharmaplus,NSAID,False,224.49,syrup,351,Amgen,2008-02-13,inflammation reduction,kidney impairment,insomnia; headache,FDA_ORANGE_BOOK,0.935
DRUG_00122,Drug,Drug_122_122,Bioplus,PROTON_PUMP_INHIBITOR,True,306.0,cream,13,Bristol Myers Squibb,1990-06-10,inflammation reduction,allergy history; pregnancy; liver disease,dry mouth; constipation,FDA_ORANGE_BOOK,0.969
DRUG_00123,Drug,Drug_123_123,PharmaSR,ACE_INHIBITOR,False,671.04,capsule,335,Merck,2014-05-30,inflammation reduction,heart failure; kidney impairment; liver disease,drowsiness; fatigue,FDA_ORANGE_BOOK,0.987
DRUG_00124,Drug,Drug_124_124,BioXR,OPIOID,True,734.95,capsule,224,Sanofi,1997-12-12,depression treatment,pregnancy; allergy history; heart failure,headache; rash; constipation; drowsiness,FDA_ORANGE_BOOK,0.988
DRUG_00125,Drug,Drug_125_125,Novoforte,BRONCHODILATOR,False,201.04,cream,270,Pfizer,2012-03-29,inflammation reduction,heart failure,dry mouth; dizziness,FDA_ORANGE_BOOK,0.977
DRUG_00126,Drug,Drug_126_126,Maxex,PROTON_PUMP_INHIBITOR,False,340.22,injection,60,Johnson & Johnson,2023-11-14,depression treatment,pregnancy; liver disease; kidney impairment,headache; insomnia; drowsiness; dry mouth; diarrhea,FDA_ORANGE_BOOK,0.904
DRUG_00127,Drug,Drug_127_127,Genforte,ANTICONVULSANT,False,207.08,capsule,354,Pfizer,1996-10-29,inflammation reduction,allergy history; heart failure; kidney impairment,nausea; fatigue; rash,FDA_ORANGE_BOOK,0.938
DRUG_00128,Drug,Drug_128_128,VitaER,ANTIDEPRESSANT,False,176.8,capsule,32,Johnson & Johnson,2012-02-22,anxiety reduction,heart failure; liver disease,fatigue; headache; drowsiness; rash; constipation,FDA_ORANGE_BOOK,0.94
DRUG_00129,Drug,Drug_129_129,ProER,BRONCHODILATOR,False,436.94,injection,339,GlaxoSmithKline,1996-04-13,anxiety reduction,bleeding disorders,headache; dry mouth,FDA_ORANGE_BOOK,0.903
DRUG_00130,Drug,Drug_130_130,Genine,NSAID,False,734.06,cream,253,Sanofi,1991-02-02,diabetes treatment,liver disease,dizziness; headache; nausea; constipation; fatigue,FDA_ORANGE_BOOK,0.901
DRUG_00131,Drug,Drug_131_131,GenER,STATIN,False,794.83,cream,389,Pfizer,2012-01-07,infection control,heart failure; bleeding disorders; pregnancy,insomnia; dizziness; rash; fatigue,FDA_ORANGE_BOOK,0.964
DRUG_00132,Drug,Drug_132_132,Genplus,ANTIDEPRESSANT,True,760.99,tablet,308,Roche,1999-12-09,diabetes treatment,bleeding disorders,constipation; dry mouth; nausea; headache,FDA_ORANGE_BOOK,0.893
DRUG_00133,Drug,Drug_133_133,BioER,ANTIBIOTIC,False,204.31,capsule,195,Bristol Myers Squibb,1999-07-01,infection control,allergy history; liver disease,rash; diarrhea; dizziness; drowsiness; dry mouth,FDA_ORANGE_BOOK,0.924
DRUG_00134,Drug,Drug_134_134,Ultraex,HYPNOTIC,False,196.45,tablet,33,Novartis,2001-09-03,inflammation reduction,liver disease; allergy history; kidney impairment,nausea; dizziness,FDA_ORANGE_BOOK,0.978
DRUG_00135,Drug,Drug_135_135,BioER,CORTICOSTEROID,True,279.49,tablet,491,Bristol Myers Squibb,1996-02-06,cardiac protection,heart failure; pregnancy,constipation; dizziness; drowsiness; headache,FDA_ORANGE_BOOK,0.948
DRUG_00136,Drug,Drug_136_136,UltraLA,ANTICONVULSANT,True,325.12,syrup,300,Merck,2008-08-13,infection control,heart failure; pregnancy,fatigue; dry mouth; headache; rash; diarrhea,FDA_ORANGE_BOOK,0.87
DRUG_00137,Drug,Drug_137_137,Vitaine,PROTON_PUMP_INHIBITOR,True,533.84,injection,202,Johnson & Johnson,2005-09-06,cholesterol management,pregnancy; kidney impairment,diarrhea; fatigue; insomnia; constipation; rash,FDA_ORANGE_BOOK,0.921
DRUG_00138,Drug,Drug_138_138,PharmaSR,DIURETIC,True,621.18,tablet,355,Pfizer,2007-11-01,inflammation reduction,bleeding disorders; pregnancy,fatigue; dizziness; nausea; insomnia; rash,FDA_ORANGE_BOOK,0.894
DRUG_00139,Drug,Drug_139_139,Proforte,ANXIOLYTIC,True,473.62,cream,411,Merck,2001-05-01,pain relief,liver disease; heart failure; pregnancy,dry mouth; drowsiness; headache; constipation,FDA_ORANGE_BOOK,0.978
DRUG_00140,Drug,Drug_140_140,Pharmaex,ANTIBIOTIC,False,624.55,injection,233,Pfizer,2013-05-19,pain relief,allergy history,constipation; insomnia; nausea; fatigue,FDA_ORANGE_BOOK,0.902
DRUG_00141,Drug,Drug_141_141,VitaER,OPIOID,False,494.55,cream,380,Merck,2009-08-29,pain relief,pregnancy; kidney impairment; allergy history,headache; dry mouth; rash; diarrhea,FDA_ORANGE_BOOK,0.971
DRUG_00142,Drug,Drug_142_142,Bioine,ANTICONVULSANT,True,533.55,syrup,435,Merck,2013-07-27,cardiac protection,heart failure; liver disease,insomnia; rash; drowsiness; nausea; diarrhea,FDA_ORANGE_BOOK,0.851
DRUG_00143,Drug,Drug_143_143,NeoER,OPIOID,True,559.14,injection,317,Pfizer,1996-06-06,diabetes treatment,pregnancy; bleeding disorders,dry mouth; headache; drowsiness; rash; constipation,FDA_ORANGE_BOOK,0.916
DRUG_00144,Drug,Drug_144_144,ProXR,ANXIOLYTIC,True,268.58,capsule,195,Bristol Myers Squibb,2021-07-20,depression treatment,heart failure; bleeding disorders,diarrhea; rash,FDA_ORANGE_BOOK,0.853
DRUG_00145,Drug,Drug_145_145,MedLA,ANTIDEPRESSANT,True,334.47,tablet,419,AbbVie,2021-07-31,cholesterol management,heart failure; bleeding disorders; kidney impairment,diarrhea; dizziness; insomnia; dry mouth,FDA_ORANGE_BOOK,0.975
DRUG_00146,Drug,Drug_146_146,Genforte,ANTICONVULSANT,False,622.45,injection,337,Roche,2022-12-14,anxiety reduction,liver disease; allergy history,rash; insomnia; constipation,FDA_ORANGE_BOOK,0.87
DRUG_00147,Drug,Drug_147_147,MedSR,NSAID,True,480.11,syrup,283,Bristol Myers Squibb,2005-09-22,cardiac protection,heart failure; bleeding disorders; allergy history,insomnia; dizziness; nausea; drowsiness,FDA_ORANGE_BOOK,0.969
DRUG_00148,Drug,Drug_148_148,Genforte,DIURETIC,True,592.3,tablet,51,GlaxoSmithKline,2002-01-18,infection control,bleeding disorders; pregnancy,headache; drowsiness,FDA_ORANGE_BOOK,0.89
DRUG_00149,Drug,Drug_149_149,GenLA,BETA_BLOCKER,True,489.3,injection,120,Roche,1997-07-01,blood pressure control,bleeding disorders; allergy history,dry mouth; rash; constipation,FDA_ORANGE_BOOK,0.964
DRUG_00150,Drug,Drug_150_150,UltraER,ANTICONVULSANT,False,722.28,syrup,328,Amgen,1990-07-15,anxiety reduction,kidney impairment; liver disease,dry mouth; fatigue,FDA_ORANGE_BOOK,0.862
DRUG_00151,Drug,Drug_151_151,Biool,BRONCHODILATOR,True,791.45,tablet,391,Pfizer,2002-01-10,infection control,pregnancy; allergy history,headache; dry mouth; diarrhea; fatigue; constipation,FDA_ORANGE_BOOK,0.874
DRUG_00152,Drug,Drug_152_152,Neoplus,BRONCHODILATOR,True,432.27,syrup,167,Novartis,2003-08-04,diabetes treatment,allergy history; kidney impairment,dizziness; rash; nausea,FDA_ORANGE_BOOK,0.889
DRUG_00153,Drug,Drug_153_153,Novoine,BETA_BLOCKER,False,701.13,capsule,113,Novartis,1997-10-11,pain relief,pregnancy; kidney impairment; allergy history,diarrhea; dry mouth; insomnia,FDA_ORANGE_BOOK,0.934
DRUG_00154,Drug,Drug_154_154,Novoplus,ACE_INHIBITOR,False,583.23,syrup,137,Roche,2012-04-19,infection control,allergy history,rash; constipation; headache,FDA_ORANGE_BOOK,0.936
DRUG_00155,Drug,Drug_155_155,MaxSR,STATIN,True,152.1,capsule,253,Pfizer,2019-08-09,infection control,liver disease; bleeding disorders,dizziness; rash,FDA_ORANGE_BOOK,0.882
DRUG_00156,Drug,Drug_156_156,Proplus,ANTIDEPRESSANT,False,602.16,cream,88,AbbVie,2012-01-16,inflammation reduction,liver disease,nausea; dizziness; diarrhea; dry mouth; rash,FDA_ORANGE_BOOK,0.865
DRUG_00157,Drug,Drug_157_157,Genmax,STATIN,True,338.41,syrup,482,Bristol Myers Squibb,2005-05-06,pain relief,bleeding disorders; liver disease; allergy history,dry mouth; drowsiness,FDA_ORANGE_BOOK,0.854
DRUG_00158,Drug,Drug_158_158,Ultraine,OPIOID,True,564.68,injection,260,Sanofi,2009-11-27,anxiety reduction,allergy history,fatigue; nausea,FDA_ORANGE_BOOK,0.858
DRUG_00159,Drug,Drug_159_159,Medforte,CORTICOSTEROID,True,466.27,capsule,298,Pfizer,1990-08-17,pain relief,pregnancy; allergy history,dry mouth; constipation,FDA_ORANGE_BOOK,0.941
DRUG_00160,Drug,Drug_160_160,Vitaforte,STATIN,False,412.55,injection,376,Bristol Myers Squibb,2015-02-06,infection control,pregnancy; kidney impairment; bleeding disorders,dizziness; drowsiness; nausea,FDA_ORANGE_BOOK,0.851
DRUG_00161,Drug,Drug_161_161,Ultramax,ANTIDEPRESSANT,True,765.52,capsule,97,Johnson & Johnson,2011-03-09,inflammation reduction,pregnancy; kidney impairment; liver disease,dizziness; insomnia,FDA_ORANGE_BOOK,0.964
DRUG_00162,Drug,Drug_162_162,Proplus,ACE_INHIBITOR,True,612.81,injection,346,GlaxoSmithKline,2012-12-31,blood pressure control,kidney impairment; bleeding disorders; allergy history,headache; insomnia; dry mouth,FDA_ORANGE_BOOK,0.912
DRUG_00163,Drug,Drug_163_163,Novool,HYPNOTIC,True,671.43,cream,237,Merck,2023-06-16,infection control,allergy history,insomnia; headache,FDA_ORANGE_BOOK,0.921
DRUG_00164,Drug,Drug_164_164,NeoSR,ANTIBIOTIC,True,409.79,tablet,82,Johnson & Johnson,2014-11-27,blood pressure control,bleeding disorders,constipation; diarrhea; drowsiness,FDA_ORANGE_BOOK,0.872
DRUG_00165,Drug,Drug_165_165,Pharmaol,ANTIBIOTIC,True,677.22,cream,250,Roche,2000-08-30,inflammation reduction,bleeding disorders; kidney impairment,insomnia; dry mouth,FDA_ORANGE_BOOK,0.974
DRUG_00166,Drug,Drug_166_166,BioXR,BRONCHODILATOR,False,536.93,tablet,73,Johnson & Johnson,2010-02-21,depression treatment,heart failure; bleeding disorders; pregnancy,dry mouth; rash; constipation,FDA_ORANGE_BOOK,0.854
DRUG_00167,Drug,Drug_167_167,Medine,PROTON_PUMP_INHIBITOR,True,404.68,cream,306,Pfizer,2002-11-21,infection control,kidney impairment,fatigue; insomnia,FDA_ORANGE_BOOK,0.915
DRUG_00168,Drug,Drug_168_168,Bioforte,HYPNOTIC,True,437.89,capsule,313,Roche,2005-07-12,anxiety reduction,heart failure; kidney impairment,nausea; headache; drowsiness; diarrhea,FDA_ORANGE_BOOK,0.898
DRUG_00169,Drug,Drug_169_169,Bioforte,ANXIOLYTIC,False,660.94,syrup,186,Pfizer,2019-06-13,cardiac protection,heart failure,nausea; drowsiness; constipation; dizziness; insomnia,FDA_ORANGE_BOOK,0.876
DRUG_00170,Drug,Drug_170_170,MaxLA,PROTON_PUMP_INHIBITOR,True,758.53,injection,224,Pfizer,1991-09-05,cholesterol management,allergy history; liver disease,fatigue; dry mouth,FDA_ORANGE_BOOK,0.873
DRUG_00171,Drug,Drug_171_171,BioSR,STATIN,False,363.95,capsule,125,Roche,2020-04-10,infection control,allergy history; kidney impairment,nausea; drowsiness; rash,FDA_ORANGE_BOOK,0.914
DRUG_00172,Drug,Drug_172_172,Bioplus,ANXIOLYTIC,True,516.57,syrup,345,Pfizer,1993-04-23,depression treatment,liver disease,headache; insomnia,FDA_ORANGE_BOOK,0.9
DRUG_00173,Drug,Drug_173_173,Neoex,BETA_BLOCKER,False,749.07,syrup,255,Pfizer,2018-03-30,depression treatment,heart failure; bleeding disorders; liver disease,nausea; drowsiness,FDA_ORANGE_BOOK,0.88
DRUG_00174,Drug,Drug_174_174,Maxol,CORTICOSTEROID,True,655.88,cream,96,Pfizer,1999-01-05,cholesterol management,allergy history; kidney impairment; heart failure,nausea; headache; constipation,FDA_ORANGE_BOOK,0.945
DRUG_00175,Drug,Drug_175_175,Bioforte,ACE_INHIBITOR,True,493.65,syrup,202,Johnson & Johnson,2015-08-05,blood pressure control,pregnancy; allergy history,rash; nausea; insomnia; drowsiness; constipation,FDA_ORANGE_BOOK,0.912
DRUG_00176,Drug,Drug_176_176,Pharmaex,NSAID,True,529.93,injection,280,Merck,1999-10-16,blood pressure control,allergy history; pregnancy; heart failure,constipation; diarrhea; drowsiness,FDA_ORANGE_BOOK,0.92
DRUG_00177,Drug,Drug_177_177,Vitaplus,STATIN,False,745.94,cream,270,AbbVie,2008-02-08,infection control,kidney impairment; bleeding disorders; liver disease,dry mouth; headache; fatigue,FDA_ORANGE_BOOK,0.857
DRUG_00178,Drug,Drug_178_178,Medmax,ANTIDEPRESSANT,True,414.87,capsule,51,Amgen,2015-09-04,blood pressure control,kidney impairment; bleeding disorders,insomnia; nausea,FDA_ORANGE_BOOK,0.922
DRUG_00179,Drug,Drug_179_179,NovoXR,PROTON_PUMP_INHIBITOR,False,712.2,tablet,19,Merck,1992-10-25,blood pressure control,heart failure; bleeding disorders; kidney impairment,dry mouth; drowsiness,FDA_ORANGE_BOOK,0.965
DRUG_00180,Drug,Drug_180_180,BioER,ANTIBIOTIC,True,622.02,syrup,451,Amgen,1993-09-15,anxiety reduction,liver disease,fatigue; insomnia; headache; dry mouth; diarrhea,FDA_ORANGE_BOOK,0.963
DRUG_00181,Drug,Drug_181_181,Pharmaol,DIURETIC,True,502.38,syrup,374,Merck,2016-05-19,inflammation reduction,bleeding disorders,nausea; rash,FDA_ORANGE_BOOK,0.99
DRUG_00182,Drug,Drug_182_182,PharmaSR,BETA_BLOCKER,True,207.45,syrup,308,Novartis,2013-03-06,depression treatment,pregnancy; heart failure,constipation; headache,FDA_ORANGE_BOOK,0.943
DRUG_00183,Drug,Drug_183_183,Pharmaol,PROTON_PUMP_INHIBITOR,True,792.41,syrup,495,AbbVie,1999-04-28,cholesterol management,liver disease,fatigue; nausea; dry mouth,FDA_ORANGE_BOOK,0.964
DRUG_00184,Drug,Drug_184_184,BioER,ANTIDEPRESSANT,True,449.26,capsule,380,Novartis,2012-05-29,blood pressure control,kidney impairment,diarrhea; nausea; insomnia; dry mouth; headache,FDA_ORANGE_BOOK,0.96
DRUG_00185,Drug,Drug_185_185,NovoSR,DIURETIC,True,307.86,injection,224,Roche,1996-08-06,inflammation reduction,kidney impairment,rash; diarrhea; dry mouth; headache; constipation,FDA_ORANGE_BOOK,0.98
DRUG_00186,Drug,Drug_186_186,Novoforte,BETA_BLOCKER,True,414.76,tablet,437,Johnson & Johnson,2012-07-17,cholesterol management,liver disease,diarrhea; constipation; fatigue; headache; drowsiness,FDA_ORANGE_BOOK,0.965
DRUG_00187,Drug,Drug_187_187,UltraSR,OPIOID,True,411.7,syrup,268,Bristol Myers Squibb,2007-08-17,diabetes treatment,bleeding disorders; allergy history,drowsiness; nausea; fatigue; constipation; dry mouth,FDA_ORANGE_BOOK,0.88
DRUG_00188,Drug,Drug_188_188,MedER,ANTICONVULSANT,False,349.42,capsule,20,Merck,1996-12-14,cholesterol management,liver disease; heart failure; allergy history,diarrhea; rash; dizziness; dry mouth; fatigue,FDA_ORANGE_BOOK,0.95
DRUG_00189,Drug,Drug_189_189,VitaER,ACE_INHIBITOR,True,532.52,cream,190,AbbVie,2003-11-04,diabetes treatment,kidney impairment; allergy history,dry mouth; rash; drowsiness; fatigue; headache,FDA_ORANGE_BOOK,0.854
DRUG_00190,Drug,Drug_190_190,Neoex,CORTICOSTEROID,False,724.21,syrup,279,Sanofi,1990-07-26,inflammation reduction,allergy history; heart failure; kidney impairment,diarrhea; headache; constipation,FDA_ORANGE_BOOK,0.883
DRUG_00191,Drug,Drug_191_191,Pharmaol,BRONCHODILATOR,False,609.87,capsule,350,GlaxoSmithKline,2006-10-14,infection control,heart failure; pregnancy; kidney impairment,insomnia; dizziness,FDA_ORANGE_BOOK,0.978
DRUG_00192,Drug,Drug_192_192,NovoXR,ANXIOLYTIC,True,608.98,cream,380,Sanofi,2001-06-11,cardiac protection,bleeding disorders; heart failure,nausea; diarrhea,FDA_ORANGE_BOOK,0.98
DRUG_00193,Drug,Drug_193_193,MaxXR,ANTIDEPRESSANT,False,591.14,tablet,231,Bristol Myers Squibb,2002-03-15,anxiety reduction,heart failure; bleeding disorders,constipation; drowsiness; dry mouth; rash,FDA_ORANGE_BOOK,0.902
DRUG_00194,Drug,Drug_194_194,ProLA,DIURETIC,True,634.03,cream,152,Roche,2017-10-14,diabetes treatment,bleeding disorders; pregnancy,rash; diarrhea; dizziness; nausea,FDA_ORANGE_BOOK,0.956
DRUG_00195,Drug,Drug_195_195,VitaSR,NSAID,True,197.52,cream,183,Merck,1997-09-14,cardiac protection,liver disease; kidney impairment,insomnia; drowsiness; dry mouth,FDA_ORANGE_BOOK,0.981
DRUG_00196,Drug,Drug_196_196,MaxSR,BRONCHODILATOR,True,553.07,capsule,279,GlaxoSmithKline,1992-07-21,pain relief,kidney impairment,diarrhea; rash; nausea,FDA_ORANGE_BOOK,0.903
DRUG_00197,Drug,Drug_197_197,Ultraforte,CORTICOSTEROID,False,261.81,injection,63,Novartis,1993-09-06,diabetes treatment,allergy history; heart failure,constipation; headache; diarrhea,FDA_ORANGE_BOOK,0.95
DRUG_00198,Drug,Drug_198_198,BioSR,PROTON_PUMP_INHIBITOR,True,584.5,tablet,277,GlaxoSmithKline,2012-07-17,diabetes treatment,allergy history,fatigue; headache; rash; insomnia; constipation,FDA_ORANGE_BOOK,0.914
DRUG_00199,Drug,Drug_199_199,Ultraplus,HYPNOTIC,False,447.24,tablet,206,Bristol Myers Squibb,2003-03-04,pain relief,heart failure; pregnancy; allergy history,constipation; drowsiness,FDA_ORANGE_BOOK,0.901
DRUG_00200,Drug,Drug_200_200,Proine,NSAID,False,395.21,cream,111,Sanofi,2003-09-12,depression treatment,liver disease; bleeding disorders,fatigue; rash,FDA_ORANGE_BOOK,0.978
DRUG_00201,Drug,Drug_201_201,Proine,ANTIBIOTIC,False,360.03,tablet,279,Amgen,2003-01-22,cardiac protection,kidney impairment,insomnia; diarrhea; headache; constipation,FDA_ORANGE_BOOK,0.85
DRUG_00202,Drug,Drug_202_202,Neomax,OPIOID,False,339.47,capsule,428,Bristol Myers Squibb,1994-11-07,infection control,pregnancy; heart failure; bleeding disorders,dizziness; nausea; diarrhea,FDA_ORANGE_BOOK,0.92
DRUG_00203,Drug,Drug_203_203,Medplus,NSAID,True,349.81,tablet,64,Novartis,2019-12-13,pain relief,kidney impairment,headache; insomnia,FDA_ORANGE_BOOK,0.912
DRUG_00204,Drug,Drug_204_204,MaxXR,ANTIDEPRESSANT,False,367.41,syrup,10,Roche,2012-11-04,depression treatment,pregnancy; heart failure,dizziness; headache; fatigue; diarrhea; nausea,FDA_ORANGE_BOOK,0.906
DRUG_00205,Drug,Drug_205_205,Vitaol,ANTIBIOTIC,False,194.29,capsule,480,Bristol Myers Squibb,2000-06-15,inflammation reduction,liver disease; bleeding disorders,rash; dry mouth,FDA_ORANGE_BOOK,0.895
DRUG_00206,Drug,Drug_206_206,Pharmaol,BRONCHODILATOR,True,612.71,tablet,346,Merck,2023-09-19,cardiac protection,allergy history; bleeding disorders; heart failure,constipation; nausea; fatigue,FDA_ORANGE_BOOK,0.977
DRUG_00207,Drug,Drug_207_207,MaxSR,ANTIDEPRESSANT,False,683.12,capsule,278,AbbVie,2013-10-26,infection control,heart failure,diarrhea; insomnia; drowsiness,FDA_ORANGE_BOOK,0.924
DRUG_00208,Drug,Drug_208_208,Proforte,STATIN,False,603.34,tablet,406,Johnson & Johnson,2019-06-04,blood pressure control,bleeding disorders,dizziness; constipation,FDA_ORANGE_BOOK,0.958
DRUG_00209,Drug,Drug_209_209,VitaLA,ANTIBIOTIC,True,719.08,injection,427,Sanofi,2005-12-21,inflammation reduction,bleeding disorders,nausea; dry mouth; fatigue,FDA_ORANGE_BOOK,0.924
DRUG_00210,Drug,Drug_210_210,Medforte,BRONCHODILATOR,False,595.15,capsule,466,Roche,1990-10-26,inflammation reduction,kidney impairment,nausea; rash; headache; constipation; diarrhea,FDA_ORANGE_BOOK,0.941
DRUG_00211,Drug,Drug_211_211,GenLA,BETA_BLOCKER,True,672.83,syrup,477,Johnson & Johnson,1991-10-13,pain relief,pregnancy,nausea; constipation,FDA_ORANGE_BOOK,0.911
DRUG_00212,Drug,Drug_212_212,Pharmaine,ANXIOLYTIC,True,661.94,syrup,389,Sanofi,2007-01-28,cardiac protection,bleeding disorders; kidney impairment,rash; nausea,FDA_ORANGE_BOOK,0.862
DRUG_00213,Drug,Drug_213_213,ProER,NSAID,True,431.25,cream,113,Merck,2006-10-06,depression treatment,heart failure; kidney impairment,diarrhea; headache; fatigue; rash; drowsiness,FDA_ORANGE_BOOK,0.89
DRUG_00214,Drug,Drug_214_214,Proforte,ANTICONVULSANT,True,165.04,injection,458,Sanofi,2012-09-13,infection control,pregnancy,drowsiness; fatigue; nausea; diarrhea; constipation,FDA_ORANGE_BOOK,0.919
DRUG_00215,Drug,Drug_215_215,Ultraol,ACE_INHIBITOR,True,363.61,injection,269,Pfizer,2000-01-28,cardiac protection,heart failure; allergy history,headache; rash; insomnia; drowsiness; nausea,FDA_ORANGE_BOOK,0.899
DRUG_00216,Drug,Drug_216_216,MaxXR,PROTON_PUMP_INHIBITOR,False,270.7,capsule,152,Pfizer,2004-02-23,infection control,allergy history,nausea; insomnia,FDA_ORANGE_BOOK,0.989
DRUG_00217,Drug,Drug_217_217,Maxol,ANTICONVULSANT,True,619.64,tablet,59,Roche,2005-03-01,pain relief,kidney impairment; liver disease,dry mouth; constipation; insomnia; drowsiness,FDA_ORANGE_BOOK,0.957
DRUG_00218,Drug,Drug_218_218,VitaLA,NSAID,True,253.08,cream,252,Pfizer,2002-03-06,infection control,allergy history; bleeding disorders,headache; drowsiness,FDA_ORANGE_BOOK,0.93
DRUG_00219,Drug,Drug_219_219,NeoXR,DIURETIC,False,467.34,capsule,426,Novartis,2022-12-25,blood pressure control,pregnancy; allergy history,diarrhea; nausea; insomnia; headache; drowsiness,FDA_ORANGE_BOOK,0.917
DRUG_00220,Drug,Drug_220_220,Neomax,STATIN,True,158.04,tablet,448,Merck,1999-03-05,cholesterol management,allergy history; pregnancy; kidney impairment,constipation; nausea,FDA_ORANGE_BOOK,0.989
DRUG_00221,Drug,Drug_221_221,Novoplus,ANTIBIOTIC,True,278.07,syrup,138,Roche,2013-11-11,depression treatment,heart failure; kidney impairment,headache; nausea; constipation; dry mouth,FDA_ORANGE_BOOK,0.933
DRUG_00222,Drug,Drug_222_222,VitaER,OPIOID,False,793.63,injection,418,AbbVie,1998-05-11,depression treatment,bleeding disorders; liver disease,constipation; diarrhea; nausea; dizziness,FDA_ORANGE_BOOK,0.855
DRUG_00223,Drug,Drug_223_223,NeoSR,ANTIDEPRESSANT,True,691.89,cream,239,AbbVie,2013-10-15,cholesterol management,allergy history; liver disease; kidney impairment,nausea; diarrhea; insomnia; fatigue; dizziness,FDA_ORANGE_BOOK,0.864
DRUG_00224,Drug,Drug_224_224,Genplus,ANXIOLYTIC,True,554.87,capsule,272,AbbVie,1994-04-10,anxiety reduction,heart failure; pregnancy; allergy history,dizziness; fatigue,FDA_ORANGE_BOOK,0.904
DRUG_00225,Drug,Drug_225_225,Ultraforte,BRONCHODILATOR,False,627.21,syrup,339,Bristol Myers Squibb,1991-02-04,cardiac protection,heart failure,drowsiness; rash; insomnia; fatigue; nausea,FDA_ORANGE_BOOK,0.878
DRUG_00226,Drug,Drug_226_226,Pharmaex,NSAID,False,442.69,capsule,192,AbbVie,2009-03-03,infection control,pregnancy,fatigue; dry mouth,FDA_ORANGE_BOOK,0.901
DRUG_00227,Drug,Drug_227_227,Bioex,HYPNOTIC,True,652.2,capsule,267,Amgen,2020-04-28,cholesterol management,heart failure,headache; dry mouth; diarrhea; dizziness; constipation,FDA_ORANGE_BOOK,0.875
DRUG_00228,Drug,Drug_228_228,Medplus,ANXIOLYTIC,True,461.52,injection,369,AbbVie,2019-10-25,pain relief,liver disease; kidney impairment; heart failure,diarrhea; fatigue; rash; dry mouth,FDA_ORANGE_BOOK,0.9
DRUG_00229,Drug,Drug_229_229,NovoSR,CORTICOSTEROID,False,353.95,tablet,87,Merck,2016-02-06,pain relief,pregnancy,drowsiness; insomnia,FDA_ORANGE_BOOK,0.984
DRUG_00230,Drug,Drug_230_230,Pharmamax,CORTICOSTEROID,True,266.66,tablet,89,Novartis,1992-09-02,blood pressure control,liver disease; kidney impairment,headache; constipation; dry mouth,FDA_ORANGE_BOOK,0.856
DRUG_00231,Drug,Drug_231_231,Ultraol,ANTICONVULSANT,False,635.5,syrup,233,Novartis,2021-10-25,cholesterol management,bleeding disorders; kidney impairment; pregnancy,rash; fatigue,FDA_ORANGE_BOOK,0.953
DRUG_00232,Drug,Drug_232_232,UltraSR,HYPNOTIC,True,638.35,tablet,489,AbbVie,2019-05-05,inflammation reduction,allergy history; bleeding disorders,drowsiness; diarrhea,FDA_ORANGE_BOOK,0.883
DRUG_00233,Drug,Drug_233_233,UltraLA,HYPNOTIC,True,677.03,tablet,446,Roche,1992-06-13,infection control,heart failure; bleeding disorders,constipation; insomnia; rash,FDA_ORANGE_BOOK,0.987
DRUG_00234,Drug,Drug_234_234,Genex,ANTIBIOTIC,False,742.01,cream,439,AbbVie,2017-03-09,infection control,liver disease; bleeding disorders; heart failure,dry mouth; fatigue; diarrhea; dizziness; drowsiness,FDA_ORANGE_BOOK,0.907
DRUG_00235,Drug,Drug_235_235,Neoplus,NSAID,True,784.09,injection,162,Sanofi,2002-09-27,blood pressure control,heart failure; allergy history; bleeding disorders,nausea; diarrhea; headache; fatigue; rash,FDA_ORANGE_BOOK,0.859
DRUG_00236,Drug,Drug_236_236,Genmax,NSAID,True,638.55,capsule,72,Merck,1994-09-10,inflammation reduction,liver disease; pregnancy; kidney impairment,fatigue; constipation; rash; insomnia,FDA_ORANGE_BOOK,0.982
DRUG_00237,Drug,Drug_237_237,Medmax,ANTIDEPRESSANT,False,308.31,capsule,435,Roche,2003-04-02,diabetes treatment,liver disease; heart failure,dry mouth; constipation; dizziness; insomnia,FDA_ORANGE_BOOK,0.899
DRUG_00238,Drug,Drug_238_238,Genmax,STATIN,True,383.52,injection,206,Amgen,1996-08-02,anxiety reduction,kidney impairment; heart failure,constipation; fatigue; nausea,FDA_ORANGE_BOOK,0.936
DRUG_00239,Drug,Drug_239_239,Ultraol,ANTIDEPRESSANT,False,357.8,injection,285,Sanofi,2014-07-03,cholesterol management,heart failure; bleeding disorders,rash; drowsiness,FDA_ORANGE_BOOK,0.968
DRUG_00240,Drug,Drug_240_240,BioXR,ACE_INHIBITOR,False,349.05,injection,379,AbbVie,1994-10-18,blood pressure control,bleeding disorders; liver disease,rash; constipation; dry mouth; nausea; headache,FDA_ORANGE_BOOK,0.98
