Id,Label,Properties:type_string,Properties:code_string,Properties:icao_string,Properties:desc_string,Properties:region_string,Properties:runways_int,Properties:longest_int,Properties:elev_int,Properties:country_string,Properties:city_string,Properties:lat_double,Properties:lon_double
447,airport,airport,LAN,KLAN,Capital City Airport,US-MI,3.0,7251.0,861.0,US,Lansing,42.7787017822266,-84.58740234375
448,airport,airport,ROA,KROA,Roanoke–Blacksburg Regional Airport,US-VA,2.0,6800.0,1175.0,US,Roanoke,37.3255004883,-79.975402832
449,airport,airport,MQT,KSAW,Sawyer International Airport,US-MI,1.0,12370.0,1221.0,US,Marquette,46.3535995483,-87.395401001
450,airport,airport,GRB,KGRB,Austin Straubel International Airport,US-WI,3.0,8201.0,695.0,US,Green Bay,44.4850997924805,-88.1296005249023
451,airport,airport,BHX,EGBB,Birmingham International Airport,GB-ENG,1.0,8527.0,327.0,UK,Birmingham,52.4538993835,-1.74802994728
452,airport,airport,INV,EGPE,Inverness Airport,GB-SCT,2.0,6191.0,31.0,UK,Inverness,57.5424995422363,-4.0475001335144
453,airport,airport,SZG,LOWS,Salzburg Airport,AT-5,1.0,9022.0,1411.0,AT,Salzburg,47.7933006287,13.0043001175
454,airport,airport,KGS,LGKO,Kos Airport,GR-81,1.0,7841.0,412.0,GR,Kos Island,36.7933006286621,27.0916996002197
455,airport,airport,TRD,ENVA,"Trondheim Airport, Værnes",NO-17,3.0,9052.0,56.0,NO,Trondheim,63.4578018188477,10.923999786377
456,airport,airport,HAN,VVNB,Noi Bai International Airport,VN-15,2.0,12466.0,39.0,VN,Hanoi,21.2212009429932,105.806999206543
457,airport,airport,KHH,RCKH,Kaohsiung International Airport,TW-KHH,1.0,10335.0,31.0,TW,Kaohsiung City,22.5771007537842,120.349998474121
458,airport,airport,NGO,RJGG,Chubu Centrair International Airport,JP-23,1.0,11483.0,15.0,JP,Tokoname,34.8583984375,136.804992675781
459,airport,airport,BLL,EKBI,Billund Airport,DK-83,1.0,10172.0,247.0,DK,Billund,55.7402992249,9.15178012848
460,airport,airport,BRN,LSZB,Bern Belp Airport,CH-BE,3.0,4954.0,1674.0,CH,Bern,46.914100647,7.49714994431
461,airport,airport,IOM,EGNS,Isle of Man Airport,IM-U-A,3.0,5751.0,52.0,IM,Castletown,54.0833015441895,-4.6238899230957
462,airport,airport,GRX,LEGR,Federico Garcia Lorca Airport,ES-AN,1.0,9514.0,1860.0,ES,Granada,37.1887016296387,-3.77735996246338
463,airport,airport,FLR,LIRQ,Peretola Airport,IT-52,1.0,5425.0,142.0,IT,Firenze,43.8100013733,11.2051000595
464,airport,airport,DRS,EDDC,Dresden Airport,DE-SN,1.0,8228.0,755.0,DE,Dresden,51.1328010559082,13.7672004699707
465,airport,airport,DOL,LFRG,Deauville-Saint-Gatien Airport,FR-P,1.0,8366.0,479.0,FR,Deauville,49.3652992249,0.154305994511
466,airport,airport,BVE,LFSL,Brive Souillac Airport,FR-L,2.0,6890.0,1016.0,FR,Brive,45.0397222222,1.48555555556
467,airport,airport,BES,LFRB,Brest Bretagne Airport,FR-E,2.0,10171.0,325.0,FR,Brest/Guipavas,48.4478988647461,-4.41854000091553
468,airport,airport,ANR,EBAW,Antwerp International Airport (Deurne),BE-VAN,1.0,4954.0,39.0,BE,Antwerp,51.1893997192,4.46027994156
469,airport,airport,BRE,EDDW,Bremen Airport,DE-HB,2.0,6693.0,14.0,DE,Bremen,53.0475006104,8.78666973114
470,airport,airport,CFE,LFLC,Clermont-Ferrand Auvergne Airport,FR-C,2.0,9892.0,1090.0,FR,Clermont-Ferrand/Auvergne,45.7867012023926,3.16916990280151
471,airport,airport,PRN,BKPR,Priština International Airport,KS-U-A,1.0,8165.0,1789.0,KS,Prishtina,42.5727996826172,21.0358009338379
472,airport,airport,HME,DAUH,Oued Irara Airport,DZ-30,2.0,9843.0,463.0,DZ,Hassi Messaoud,31.6730003357,6.14043998718
473,airport,airport,SXF,none,Berlin-Schönefeld International Airport *Closed*,DE-BR,2.0,9843.0,157.0,DE,Berlin,52.3800010681152,13.522500038147
474,airport,airport,ERF,EDDE,Erfurt Airport,DE-TH,1.0,8530.0,1036.0,DE,Erfurt,50.9798011779785,10.9581003189087
475,airport,airport,BFS,EGAA,Belfast International Airport,GB-NIR,2.0,9121.0,268.0,UK,Belfast,54.6575012207,-6.21582984924
476,airport,airport,NQY,EGHQ,Newquay Cornwall Airport,GB-ENG,1.0,9006.0,390.0,UK,Newquay,50.440601348877,-4.99540996551514
477,airport,airport,NOC,EIKN,Ireland West Knock Airport,IE-MO,1.0,7546.0,665.0,IE,Charleston,53.9103012084961,-8.81849002838135
478,airport,airport,AAL,EKYT,Aalborg Airport,DK-81,2.0,8707.0,10.0,DK,Aalborg,57.0927589138,9.84924316406
479,airport,airport,AES,ENAL,Ålesund Airport,NO-15,1.0,7592.0,69.0,NO,Ålesund,62.5625,6.11969995498657
480,airport,airport,TOS,ENTC,Tromsø Airport,NO-19,1.0,7848.0,31.0,NO,Tromsø,69.6832962036133,18.9188995361328
481,airport,airport,TRF,ENTO,"Sandefjord Airport, Torp",NO-07,1.0,9675.0,286.0,NO,Torp,59.1866989136,10.258600235
482,airport,airport,KRK,EPKK,John Paul II International Airport Kraków-Balice Airport,PL-MA,1.0,8366.0,791.0,PL,Kraków,50.0777015686035,19.7847995758057
483,airport,airport,KUN,EYKA,Kaunas International Airport,LT-KU,1.0,10335.0,256.0,LT,Kaunas,54.9639015197754,24.0848007202148
484,airport,airport,FUE,GCFV,Fuerteventura Airport,ES-CN,1.0,11175.0,85.0,ES,Fuerteventura Island,28.4526996612549,-13.8638000488281
485,airport,airport,ACE,GCRR,Lanzarote Airport,ES-CN,1.0,7874.0,46.0,ES,Lanzarote Island,28.945499420166,-13.6051998138428
486,airport,airport,TFS,GCTS,Tenerife South Airport,ES-CN,1.0,10499.0,209.0,ES,Tenerife Island,28.044500351,-16.5725002289
487,airport,airport,AGA,GMAD,Al Massira Airport,MA-AGD,1.0,10499.0,250.0,MA,Agadir,30.3250007629395,-9.41306972503662
488,airport,airport,RAK,GMMX,Menara Airport,MA-MAR,1.0,10170.0,1545.0,MA,Marrakech,31.6068992615,-8.03629970551
489,airport,airport,SID,GVAC,Amílcar Cabral International Airport,CV-B,2.0,10735.0,177.0,CV,Espargos,16.7413997650146,-22.9493999481201
490,airport,airport,BVC,GVBA,Rabil Airport,CV-B,1.0,4007.0,69.0,CV,Rabil,16.1364994049072,-22.8889007568359
491,airport,airport,HRG,HEGN,Hurghada International Airport,EG-BA,1.0,13124.0,52.0,EG,Hurghada,27.1783008575439,33.7994003295898
492,airport,airport,SSH,HESH,Sharm El Sheikh International Airport,EG-JS,2.0,10108.0,143.0,EG,Sharm el-Sheikh,27.9773006439,34.3950004578
493,airport,airport,TIA,LATI,Tirana International Airport Mother Teresa,AL-TR,1.0,8971.0,126.0,AL,Tirana,41.4146995544,19.7206001282
494,airport,airport,PFO,LCPH,Paphos International Airport,CY-06,1.0,8858.0,41.0,CY,Paphos,34.7179985046387,32.4856986999512
495,airport,airport,LEI,LEAM,Almería International Airport,ES-AN,1.0,10499.0,70.0,ES,Almería,36.8438987731934,-2.3701000213623
496,airport,airport,MJV,LELC,San Javier Airport,ES-MU,3.0,7546.0,11.0,ES,San Javier,37.7750015258789,-0.812389016151428
497,airport,airport,SCQ,LEST,Santiago de Compostela Airport,ES-GA,1.0,10499.0,1213.0,ES,Santiago de Compostela,42.8963012695312,-8.41514015197754
498,airport,airport,VLC,LEVC,Valencia Airport,ES-V,2.0,8858.0,240.0,ES,Valencia,39.4892997741699,-0.481624990701675
499,airport,airport,BOD,LFBD,Bordeaux-Mérignac Airport,FR-B,2.0,10171.0,162.0,FR,Bordeaux/Mérignac,44.8283004761,-0.715556025505
500,airport,airport,BIA,LFKB,Bastia-Poretta Airport,FR-H,1.0,8266.0,26.0,FR,Bastia/Poretta,42.5527000427246,9.48373031616211
501,airport,airport,AJA,LFKJ,Ajaccio-Napoléon Bonaparte Airport,FR-H,1.0,7897.0,18.0,FR,Ajaccio/Napoléon Bonaparte,41.9235992431641,8.8029203414917
502,airport,airport,MPL,LFMT,Montpellier-Méditerranée Airport,FR-K,2.0,8530.0,17.0,FR,Montpellier/Méditerranée,43.5761985778809,3.96301007270813
503,airport,airport,SXB,LFST,Strasbourg Airport,FR-A,1.0,7874.0,505.0,FR,Strasbourg,48.5382995605469,7.62823009490967
504,airport,airport,HER,LGIR,Heraklion International Nikos Kazantzakis Airport,GR-91,3.0,8800.0,115.0,GR,Heraklion,35.3396987915,25.1802997589
505,airport,airport,EFL,LGKF,Kefallinia Airport,GR-23,1.0,7992.0,59.0,GR,Kefallinia Island,38.1200981140137,20.5004997253418
506,airport,airport,KLX,LGKL,Kalamata Airport,GR-17,1.0,9260.0,26.0,GR,Kalamata,37.0682983398438,22.0254993438721
507,airport,airport,CFU,LGKR,Ioannis Kapodistrias International Airport,GR-22,1.0,7792.0,6.0,GR,Kerkyra Island,39.6018981933594,19.9116992950439
508,airport,airport,PVK,LGPZ,Aktion National Airport,GR-34,1.0,9419.0,11.0,GR,Preveza/Lefkada,38.9254989624023,20.7653007507324
509,airport,airport,CHQ,LGSA,Chania International Airport,GR-94,1.0,10982.0,490.0,GR,Souda,35.5317001342773,24.1497001647949
510,airport,airport,SKG,LGTS,Thessaloniki Macedonia International Airport,GR-54,2.0,8005.0,22.0,GR,Thessaloniki,40.5196990966797,22.9708995819092
511,airport,airport,BRI,LIBD,Bari Karol Wojtyła Airport,IT-75,2.0,8005.0,177.0,IT,Bari,41.1389007568,16.7605991364
512,airport,airport,CTA,LICC,Catania-Fontanarossa Airport,IT-82,1.0,7989.0,39.0,IT,Catania,37.4668006897,15.0663995743
513,airport,airport,PMO,LICJ,Falcone–Borsellino Airport,IT-82,2.0,10912.0,65.0,IT,Palermo,38.1759986877,13.0909996033
514,airport,airport,OLB,LIEO,Olbia Costa Smeralda Airport,IT-88,1.0,8025.0,37.0,IT,Olbia,40.8987007141,9.51762962341
515,airport,airport,PDL,LPPD,João Paulo II Airport,PT-20,1.0,8192.0,259.0,PT,Ponta Delgada,37.7411994934,-25.6979007721
516,airport,airport,ADB,LTBJ,Adnan Menderes International Airport,TR-35,2.0,10630.0,412.0,TR,İzmir,38.2924003601,27.156999588
517,airport,airport,DLM,LTBS,Dalaman International Airport,TR-48,1.0,9842.0,20.0,TR,Dalaman,36.7131004333,28.7924995422
518,airport,airport,BJV,LTFE,Milas Bodrum International Airport,TR-48,1.0,9842.0,21.0,TR,Bodrum,37.2505989075,27.6643009186
519,airport,airport,SAW,LTFJ,Sabiha Gökçen International Airport,TR-34,1.0,9843.0,312.0,TR,Istanbul,40.898601532,29.3092002869
520,airport,airport,TIV,LYTV,Tivat Airport,ME-19,1.0,8208.0,20.0,ME,Tivat,42.4047012329102,18.7233009338379
521,airport,airport,NBE,DTNH,Enfidha - Hammamet International Airport,TN-51,1.0,10827.0,21.0,TN,Enfidha,36.075833,10.438611
522,airport,airport,MSQ,UMMS,Minsk International Airport,BY-MI,1.0,11946.0,670.0,BY,Minsk,53.8824996948242,28.0307006835938
523,airport,airport,MLE,VRMM,Malé International Airport,MV-MLE,1.0,10499.0,6.0,MV,Malé,4.19183015823364,73.5290985107422
524,airport,airport,DTM,EDLW,Dortmund Airport,DE-NW,1.0,6562.0,425.0,DE,Dortmund,51.5182991028,7.61223983765
525,airport,airport,AGS,KAGS,Augusta Regional At Bush Field,US-GA,2.0,8001.0,144.0,US,Augusta,33.3698997497559,-81.9645004272461
526,airport,airport,BGR,KBGR,Bangor International Airport,US-ME,1.0,11440.0,192.0,US,Bangor,44.8073997497559,-68.8281021118164
527,airport,airport,BTV,KBTV,Burlington International Airport,US-VT,2.0,8320.0,335.0,US,Burlington,44.4719009399,-73.1532974243
528,airport,airport,FAY,KFAY,Fayetteville Regional Grannis Field,US-NC,2.0,7712.0,189.0,US,Fayetteville,34.9911994934082,-78.8803024291992
529,airport,airport,HHH,KHXD,Hilton Head Airport,US-SC,1.0,4300.0,19.0,US,Hilton Head Island,32.2243995667,-80.6975021362
530,airport,airport,ILM,KILM,Wilmington International Airport,US-NC,2.0,8016.0,32.0,US,Wilmington,34.2705993652344,-77.9026031494141
531,airport,airport,OAJ,KOAJ,Albert J Ellis Airport,US-NC,1.0,7100.0,94.0,US,Jacksonville,34.8292007446,-77.6120986938
532,airport,airport,NUE,EDDN,Nuremberg Airport,DE-BY,1.0,8858.0,1046.0,DE,Nuremberg,49.4986991882,11.0669002533
533,airport,airport,LEJ,EDDP,Leipzig Halle Airport,DE-SN,2.0,11811.0,465.0,DE,Leipzig,51.4323997497559,12.2416000366211
534,airport,airport,CWL,EGFF,Cardiff International Airport,GB-WLS,1.0,7848.0,220.0,UK,Cardiff,51.3967018127441,-3.34332990646362
535,airport,airport,SEN,EGMC,London Southend Airport,GB-ENG,1.0,5023.0,49.0,UK,Southend,51.5713996887207,0.695555984973907
536,airport,airport,HUY,EGNJ,Humberside Airport,GB-ENG,2.0,7205.0,121.0,UK,Grimsby,53.5744018554688,-0.350832998752594
537,airport,airport,MME,EGNV,Durham Tees Valley Airport,GB-ENG,1.0,7516.0,120.0,UK,Durham,54.5092010498047,-1.42940998077393
538,airport,airport,NWI,EGSH,Norwich International Airport,GB-ENG,2.0,6040.0,117.0,UK,Norwich,52.6758003235,1.28278005123
539,airport,airport,EXT,EGTE,Exeter International Airport,GB-ENG,2.0,6834.0,102.0,UK,Exeter,50.7344017028809,-3.41388988494873
540,airport,airport,KRS,ENCN,Kristiansand Airport,NO-10,1.0,6660.0,57.0,NO,Kjevik,58.2042007446289,8.08537006378174
541,airport,airport,GDN,EPGD,Gdańsk Lech Wałęsa Airport,PL-PM,1.0,9186.0,489.0,PL,Gdańsk,54.3776016235352,18.4661998748779
542,airport,airport,VXO,ESMX,Växjö Kronoberg Airport,SE-G,1.0,6900.0,610.0,SE,Växjö,56.9291000366211,14.7279996871948
543,airport,airport,LPI,ESSL,Linköping City Airport,SE-E,1.0,6989.0,172.0,SE,Linköping,58.4062004089,15.6805000305
544,airport,airport,SPC,GCLA,La Palma Airport,ES-CN,1.0,7218.0,107.0,ES,"Sta Cruz de la Palma, La Palma Island",28.6264991760254,-17.7555999755859
545,airport,airport,NDR,GMMW,Nador International Airport,MA-NAD,1.0,9842.0,574.0,MA,Nador,34.9888000488,-3.0282099247
546,airport,airport,VXE,GVSV,São Pedro Airport,CV-B,1.0,6561.0,66.0,CV,São Pedro,16.8332004547119,-25.0552997589111
547,airport,airport,KGL,HRYR,Kigali International Airport,RW-01,1.0,11483.0,4859.0,RW,Kigali,-1.96862995625,30.1394996643
548,airport,airport,JRO,HTKJ,Kilimanjaro International Airport,TZ-26,1.0,11834.0,2932.0,TZ,Arusha,-3.42940998077,37.0745010376
549,airport,airport,SFB,KSFB,Orlando Sanford International Airport,US-FL,4.0,9600.0,55.0,US,Orlando,28.7775993347168,-81.2375030517578
550,airport,airport,GRO,LEGE,Girona Airport,ES-CT,1.0,7874.0,468.0,ES,Girona,41.9010009765625,2.76055002212524
551,airport,airport,JKH,LGHI,Chios Island National Airport,GR-85,1.0,4957.0,15.0,GR,Chios Island,38.3432006835938,26.1406002044678
552,airport,airport,KIT,LGKC,Kithira Airport,GR-A1,1.0,4794.0,1045.0,GR,Kithira Island,36.2742996216,23.0170001984
553,airport,airport,SMI,LGSM,Samos Airport,GR-84,1.0,6706.0,19.0,GR,Samos Island,37.689998626709,26.9116992950439
554,airport,airport,SUF,LICA,Lamezia Terme Airport,IT-78,1.0,7920.0,39.0,IT,Lamezia Terme,38.9053993225098,16.2423000335693
555,airport,airport,LJU,LJLJ,Ljubljana Jože Pučnik Airport,SI-061,1.0,10827.0,1273.0,SI,Ljubljana,46.2237014770508,14.4575996398926
556,airport,airport,KYA,LTAN,Konya Airport,TR-42,2.0,10984.0,3381.0,TR,Konya,37.9790000916,32.5619010925
557,airport,airport,ASR,LTAU,Kayseri Erkilet Airport,TR-38,1.0,9841.0,3463.0,TR,Kayseri,38.770401001,35.4953994751
558,airport,airport,POP,MDPP,Gregorio Luperon International Airport,DO-18,1.0,10108.0,15.0,DO,Puerto Plata,19.7579002380371,-70.5699996948242
559,airport,airport,HOG,MUHG,Frank Pais International Airport,CU-11,1.0,10624.0,361.0,CU,Holguin,20.7856006622314,-76.3151016235352
560,airport,airport,VRA,MUVR,Juan Gualberto Gomez International Airport,CU-04,1.0,11490.0,210.0,CU,Varadero,23.0344009399414,-81.435302734375
561,airport,airport,DMM,OEDF,King Fahd International Airport,SA-04,2.0,13124.0,72.0,SA,Ad Dammam,26.4712009429932,49.7979011535645
562,airport,airport,EBL,ORER,Erbil International Airport,IQ-AR,4.0,13890.0,1341.0,IQ,Arbil,36.2375984191895,43.9631996154785
563,airport,airport,UIO,SEQM,Mariscal Sucre International Airport,EC-P,1.0,13445.0,9200.0,EC,Quito,-0.129166666667,-78.3575
564,airport,airport,PBM,SMJP,Johan Adolf Pengel International Airport,SR-PR,1.0,11417.0,59.0,SR,Zandery,5.4528298378,-55.1878013611
565,airport,airport,GUW,UATG,Atyrau Airport,KZ-ATY,1.0,9842.0,-72.0,KZ,Atyrau,47.121898651123,51.8213996887207
566,airport,airport,TBS,UGTB,Tbilisi International Airport,GE-TB,2.0,9843.0,1624.0,GE,Tbilisi,41.6692008972,44.95470047
567,airport,airport,XMN,ZSAM,Xiamen Gaoqi International Airport,CN-35,1.0,11155.0,59.0,CN,Xiamen,24.5440006256104,118.127998352051
568,airport,airport,HGH,ZSHC,Hangzhou Xiaoshan International Airport,CN-33,1.0,11811.0,23.0,CN,Hangzhou,30.2294998168945,120.43399810791
569,airport,airport,BQN,TJBQ,Rafael Hernandez Airport,PR-U-A,1.0,11702.0,237.0,PR,Aguadilla,18.4948997497559,-67.1294021606445
570,airport,airport,APF,KAPF,Naples Municipal Airport,US-FL,3.0,5290.0,8.0,US,Naples,26.1525993347,-81.7752990723
571,airport,airport,GNV,KGNV,Gainesville Regional Airport,US-FL,2.0,7504.0,152.0,US,Gainesville,29.6900997162,-82.2717971802
572,airport,airport,LRM,MDLR,Casa De Campo International Airport,DO-12,1.0,9676.0,240.0,DO,La Romana,18.4507007598877,-68.9117965698242
573,airport,airport,SDQ,MDSD,Las Américas International Airport,DO-01,1.0,11000.0,59.0,DO,Santo Domingo,18.4297008514404,-69.6688995361328
574,airport,airport,STI,MDST,Cibao International Airport,DO-25,1.0,8595.0,565.0,DO,Santiago,19.406099319458,-70.6046981811523
575,airport,airport,SAP,MHLM,Ramón Villeda Morales International Airport,HN-CR,1.0,9203.0,91.0,HN,La Mesa,15.4525995254517,-87.9235992431641
576,airport,airport,MID,MMMD,Licenciado Manuel Crescencio Rejon Int Airport,MX-YUC,2.0,10499.0,38.0,MX,Mérida,20.9370002747,-89.657699585
577,airport,airport,MGA,MNMG,Augusto C. Sandino (Managua) International Airport,NI-MN,1.0,8012.0,194.0,NI,Managua,12.1415004730225,-86.1681976318359
578,airport,airport,PAP,MTPP,Toussaint Louverture International Airport,HT-OU,1.0,9974.0,122.0,HT,Port-au-Prince,18.5799999237061,-72.2925033569336
579,airport,airport,CYB,MWCB,Gerrard Smith International Airport,KY-U-A,1.0,6000.0,8.0,KY,Cayman Brac,19.6870002746582,-79.8827972412109
580,airport,airport,GCM,MWCR,Owen Roberts International Airport,KY-U-A,1.0,7021.0,8.0,KY,Georgetown,19.2928009033,-81.3576965332
581,airport,airport,MHH,MYAM,Marsh Harbour International Airport,BS-MH,1.0,4998.0,6.0,BS,Marsh Harbour,26.5114002228,-77.0835037231
582,airport,airport,ELH,MYEH,North Eleuthera Airport,BS-HI,1.0,6020.0,13.0,BS,North Eleuthera,25.474899292,-76.6835021973
583,airport,airport,BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,BR-PA,2.0,9186.0,54.0,BR,Belém,-1.37925004959,-48.4762992859
584,airport,airport,BSB,SBBR,Presidente Juscelino Kubistschek International Airport,BR-DF,2.0,10827.0,3497.0,BR,Brasília,-15.8691673278809,-47.9208335876465
585,airport,airport,CNF,SBCF,Tancredo Neves International Airport,BR-MG,1.0,9843.0,2715.0,BR,Belo Horizonte,-19.6244430541992,-43.9719429016113
586,airport,airport,CWB,SBCT,Afonso Pena Airport,BR-PR,2.0,7267.0,2988.0,BR,Curitiba,-25.5284996033,-49.1758003235
587,airport,airport,MAO,SBEG,Eduardo Gomes International Airport,BR-AM,1.0,8858.0,264.0,BR,Manaus,-3.03860998153687,-60.0497016906738
588,airport,airport,REC,SBRF,Guararapes - Gilberto Freyre International Airport,BR-PE,1.0,9865.0,33.0,BR,Recife,-8.12648963928223,-34.9235992431641
589,airport,airport,SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,BR-BA,2.0,9859.0,64.0,BR,Salvador,-12.9086112976,-38.3224983215
590,airport,airport,ASU,SGAS,Silvio Pettirossi International Airport,PY-11,1.0,11001.0,292.0,PY,Asunción,-25.2399997711182,-57.5200004577637
591,airport,airport,BAQ,SKBQ,Ernesto Cortissoz International Airport,CO-ATL,1.0,9842.0,98.0,CO,Barranquilla,10.8896,-74.7808
592,airport,airport,CTG,SKCG,Rafael Nuñez International Airport,CO-BOL,1.0,8530.0,4.0,CO,Cartagena,10.4424,-75.513
593,airport,airport,CLO,SKCL,Alfonso Bonilla Aragon International Airport,CO-VAC,1.0,9842.0,3162.0,CO,Cali,3.54322,-76.3816
594,airport,airport,MDE,SKRG,Jose Maria Córdova International Airport,CO-ANT,1.0,11483.0,6955.0,CO,Rionegro,6.16454,-75.4231
595,airport,airport,LPB,SLLP,El Alto International Airport,BO-L,2.0,13123.0,13355.0,BO,La Paz / El Alto,-16.5132999420166,-68.1922988891602
596,airport,airport,BLA,SVBC,General Jose Antonio Anzoategui International Airport,VE-B,2.0,9840.0,26.0,VE,Barcelona,10.1070995330811,-64.6892013549805
597,airport,airport,MAR,SVMC,La Chinita International Airport,VE-V,2.0,9843.0,239.0,VE,Maracaibo,10.5582084656,-71.7278594971
598,airport,airport,GEO,SYCJ,Cheddi Jagan International Airport,GY-DE,2.0,7448.0,95.0,GY,Georgetown,6.4985499382019,-58.2541007995605
599,airport,airport,FDF,TFFF,Martinique Aimé Césaire International Airport,MQ-U-A,1.0,10826.0,16.0,MQ,Fort-de-France,14.5909996032715,-61.0032005310059
600,airport,airport,PTP,TFFR,Pointe-à-Pitre Le Raizet,GP-U-A,1.0,11499.0,36.0,GP,Pointe-à-Pitre Le Raizet,16.2653007507324,-61.5317993164062
601,airport,airport,GND,TGPY,Point Salines International Airport,GD-GE,1.0,9003.0,41.0,GD,Saint George's,12.0041999816895,-61.7862014770508
602,airport,airport,STX,TISX,Henry E Rohlsen Airport,VI-U-A,1.0,10004.0,74.0,VI,Christiansted,17.7019004821777,-64.7985992431641
603,airport,airport,SKB,TKPK,Robert L. Bradshaw International Airport,KN-U-A,1.0,7602.0,170.0,KN,Basseterre,17.3111991882324,-62.7187004089355
604,airport,airport,DKR,GOOY,Léopold Sédar Senghor International Airport,SN-DK,2.0,11450.0,85.0,SN,Dakar,14.7397003173828,-17.4902000427246
605,airport,airport,BUR,KBUR,Bob Hope Airport,US-CA,2.0,6886.0,778.0,US,Burbank,34.2006988525391,-118.359001159668
606,airport,airport,AZS,MDCY,Samaná El Catey International Airport,DO-20,1.0,9843.0,30.0,DO,Samana,19.2670001984,-69.7419967651
607,airport,airport,PSE,TJPS,Mercedita Airport,PR-U-A,1.0,6904.0,29.0,PR,Ponce,18.00830078125,-66.5630035400391
608,airport,airport,ACY,KACY,Atlantic City International Airport,US-NJ,2.0,10000.0,75.0,US,Atlantic City,39.4575996398926,-74.5772018432617
609,airport,airport,ABE,KABE,Lehigh Valley International Airport,US-PA,2.0,7600.0,393.0,US,Allentown,40.652099609375,-75.440803527832
610,airport,airport,ABY,KABY,Southwest Georgia Regional Airport,US-GA,2.0,6601.0,197.0,US,Albany,31.5354995727539,-84.1945037841797
611,airport,airport,ATW,KATW,Appleton International Airport,US-WI,2.0,8002.0,918.0,US,Appleton,44.2580986023,-88.5190963745
612,airport,airport,AVP,KAVP,Wilkes Barre Scranton International Airport,US-PA,2.0,7501.0,962.0,US,Wilkes-Barre/Scranton,41.3385009766,-75.7233963013
613,airport,airport,AZO,KAZO,Kalamazoo Battle Creek International Airport,US-MI,3.0,6500.0,874.0,US,Kalamazoo,42.2349014282227,-85.5521011352539
614,airport,airport,BQK,KBQK,Brunswick Golden Isles Airport,US-GA,1.0,8001.0,26.0,US,Brunswick,31.2588005065918,-81.4664993286133
615,airport,airport,CHO,KCHO,Charlottesville Albemarle Airport,US-VA,1.0,6001.0,639.0,US,Charlottesville,38.138599395752,-78.4529037475586
616,airport,airport,CSG,KCSG,Columbus Metropolitan Airport,US-GA,2.0,6997.0,397.0,US,Columbus,32.516300201416,-84.9389038085938
617,airport,airport,DAB,KDAB,Daytona Beach International Airport,US-FL,3.0,10500.0,34.0,US,Daytona Beach,29.1798992156982,-81.0580978393555
618,airport,airport,DHN,KDHN,Dothan Regional Airport,US-AL,2.0,8498.0,401.0,US,Dothan,31.3213005065918,-85.4496002197266
619,airport,airport,EWN,KEWN,Coastal Carolina Regional Airport,US-NC,2.0,6004.0,18.0,US,New Bern,35.0730018616,-77.0429000854
620,airport,airport,FNT,KFNT,Bishop International Airport,US-MI,2.0,7849.0,782.0,US,Flint,42.9654006958008,-83.7435989379883
621,airport,airport,GTR,KGTR,Golden Triangle Regional Airport,US-MS,1.0,8002.0,264.0,US,Columbus/W Point/Starkville,33.4502983093,-88.5914001465
622,airport,airport,LWB,KLWB,Greenbrier Valley Airport,US-WV,1.0,7004.0,2302.0,US,Lewisburg,37.8582992554,-80.3994979858
623,airport,airport,MBS,KMBS,MBS International Airport,US-MI,2.0,8002.0,668.0,US,Saginaw,43.532901763916,-84.0795974731445
624,airport,airport,MCN,KMCN,Middle Georgia Regional Airport,US-GA,2.0,6501.0,354.0,US,Macon,32.692798614502,-83.6492004394531
625,airport,airport,MEI,KMEI,Key Field,US-MS,2.0,10003.0,297.0,US,Meridian,32.3325996398926,-88.7518997192383
626,airport,airport,MLB,KMLB,Melbourne International Airport,US-FL,3.0,10181.0,33.0,US,Melbourne,28.1028003692627,-80.6453018188477
627,airport,airport,MSL,KMSL,Northwest Alabama Regional Airport,US-AL,2.0,6693.0,551.0,US,Muscle Shoals,34.74530029,-87.61019897
628,airport,airport,PHF,KPHF,Newport News Williamsburg International Airport,US-VA,2.0,8003.0,42.0,US,Newport News,37.13190079,-76.49299622
629,airport,airport,PIB,KPIB,Hattiesburg Laurel Regional Airport,US-MS,1.0,6501.0,298.0,US,Hattiesburg/Laurel,31.4671001434326,-89.3370971679688
630,airport,airport,SBN,KSBN,South Bend Regional Airport,US-IN,3.0,8412.0,799.0,US,South Bend,41.7086982727051,-86.3172988891602
631,airport,airport,TRI,KTRI,Tri Cities Regional Tn Va Airport,US-TN,2.0,8030.0,1519.0,US,Bristol/Johnson/Kingsport,36.4752006530762,-82.4074020385742
632,airport,airport,TTN,KTTN,Trenton Mercer Airport,US-NJ,2.0,6006.0,213.0,US,Trenton,40.2766990661621,-74.8134994506836
633,airport,airport,TUP,KTUP,Tupelo Regional Airport,US-MS,1.0,6500.0,346.0,US,Tupelo,34.2681007385254,-88.7698974609375
634,airport,airport,VLD,KVLD,Valdosta Regional Airport,US-GA,3.0,6302.0,203.0,US,Valdosta,30.7824993133545,-83.2767028808594
635,airport,airport,KIR,EIKY,Kerry Airport,IE-KY,2.0,6562.0,112.0,IE,Killarney,52.1809005737305,-9.52377986907959
636,airport,airport,KTW,EPKT,Katowice International Airport,PL-SL,1.0,9183.0,995.0,PL,Katowice,50.4743003845,19.0799999237
